"area","Admissions"
"N00000211",1.98708395429707
"N00000212",0.794833581718828
"N00000213",0.397416790859414
"N00000214",0.397416790859414
"N00000215",0.794833581718828
"N00000216",0
"N00000217",3.77545951316443
"N00000218",0.794833581718828
"N00000219",0.397416790859414
"N00000220",0.198708395429707
"N00000221",0
"N00000222",0.397416790859414
"N00000223",0.596125186289121
"N00000224",0.198708395429707
"N00000225",1.19225037257824
"N00000226",0.596125186289121
"N00000227",0.397416790859414
"N00000228",0.397416790859414
"N00000229",4.37158469945355
"N00000230",0.198708395429707
"N00000231",0.794833581718828
"N00000232",0.596125186289121
"N00000233",0.198708395429707
"N00000234",0.397416790859414
"N00000235",1.19225037257824
"N00000236",0.198708395429707
"N00000237",0.198708395429707
"N00000238",0.794833581718828
"N00000239",0.198708395429707
"N00000240",0.198708395429707
"N00000241",0
"N00000242",0.198708395429707
"N00000243",0.397416790859414
"N00000244",0
"N00000245",0.794833581718828
"N00000246",0.198708395429707
"N00000247",0.794833581718828
"N00000248",0.397416790859414
"N00000249",0.198708395429707
"N00000250",0.794833581718828
"N00000251",0
"N00000252",0.198708395429707
"N00000253",1.19225037257824
"N00000254",0
"N00000255",0.198708395429707
"N00000256",0.198708395429707
"N00000257",1.39095876800795
"N00000258",1.19225037257824
"N00000259",1.19225037257824
"N00000260",1.19225037257824
"N00000261",0.198708395429707
"N00000262",0.794833581718828
"N00000263",0.397416790859414
"N00000264",0.397416790859414
"N00000265",0.794833581718828
"N00000266",0.794833581718828
"N00000267",0.794833581718828
"N00000268",0.198708395429707
"N00000269",0.596125186289121
"N00000270",0.993541977148535
"N00000271",0.397416790859414
"N00000272",0.993541977148535
"N00000273",0.198708395429707
"N00000274",0.596125186289121
"N00000275",0.993541977148535
"N00000276",0.198708395429707
"N00000277",0.198708395429707
"N00000278",0.198708395429707
"N00000279",0
"N00000280",0.198708395429707
"N00000281",0.794833581718828
"N00000282",0
"N00000283",0.198708395429707
"N00000284",0.198708395429707
"N00000285",0.794833581718828
"N00000286",1.19225037257824
"N00000287",0.993541977148535
"N00000288",0.993541977148535
"N00000289",0.397416790859414
"N00000290",0.397416790859414
"N00000291",0.993541977148535
"N00000292",0.397416790859414
"N00000293",0.397416790859414
"N00000294",0.993541977148535
"N00000295",3.57675111773473
"N00000296",0
"N00000297",2.9806259314456
"N00000298",0.397416790859414
"N00000299",0.993541977148535
"N00000300",1.19225037257824
"N00000301",0
"N00000302",0.397416790859414
"N00000303",0.397416790859414
"N00000304",0
"N00000305",0.993541977148535
"N00000306",0.198708395429707
"N00000307",0.397416790859414
"N00000308",0.397416790859414
"N00000309",0.198708395429707
"N00000310",0.596125186289121
"N00000311",0.397416790859414
"N00000312",1.19225037257824
"N00000313",1.19225037257824
"N00000314",0.596125186289121
"N00000315",0.993541977148535
"N00000316",0.596125186289121
"N00000317",0.596125186289121
"N00000318",0.198708395429707
"N00000319",0.397416790859414
"N00000320",0.993541977148535
"N00000321",0
"N00000322",0.794833581718828
"N00000323",1.19225037257824
"N00000324",0.794833581718828
"N00000325",0
"N00000326",1.39095876800795
"N00000327",0
"N00000328",0.794833581718828
"N00000329",0.794833581718828
"N00000330",1.78837555886736
"N00000331",1.58966716343766
"N00000332",0.993541977148535
"N00000333",0.198708395429707
"N00000334",6.35866865375062
"N00000335",0.198708395429707
"N00000336",1.19225037257824
"N00000337",0.993541977148535
"N00000338",0.397416790859414
"N00000339",0.596125186289121
"N00000340",1.78837555886736
"N00000341",0.596125186289121
"N00000342",0.794833581718828
"N00000343",0.596125186289121
"N00000344",0.596125186289121
"N00000345",0.794833581718828
"N00000346",2.38450074515648
"N00000347",0.596125186289121
"N00000348",3.17933432687531
"N00000349",0.596125186289121
"N00000350",1.19225037257824
"N00000351",0.198708395429707
"N00000352",0.993541977148535
"N00000353",0.596125186289121
"N00000354",0.794833581718828
"N00000355",1.58966716343766
"N00000356",0.397416790859414
"N00000357",1.58966716343766
"N00000358",0.397416790859414
"N00000359",1.19225037257824
"N00000360",0.198708395429707
"N00000361",2.9806259314456
"N00000362",0.397416790859414
"N00000363",1.19225037257824
"N00000364",1.19225037257824
"N00000365",0.596125186289121
"N00000366",0.198708395429707
"N00000367",0.397416790859414
"N00000368",0.596125186289121
"N00000369",0.596125186289121
"N00000370",0.993541977148535
"N00000371",1.58966716343766
"N00000372",0.397416790859414
"N00000373",0.596125186289121
"N00000374",0.596125186289121
"N00000375",0.198708395429707
"N00000376",0.198708395429707
"N00000377",0
"N00000378",0.397416790859414
"N00000379",0
"N00000380",0.397416790859414
"N00000381",0.794833581718828
"N00000382",1.19225037257824
"N00000383",0.993541977148535
"N00000384",0.794833581718828
"N00000385",1.39095876800795
"N00000386",0.397416790859414
"N00000387",0.596125186289121
"N00000388",3.17933432687531
"N00000389",1.98708395429707
"N00000390",0.596125186289121
"N00000391",0.198708395429707
"N00000392",0.993541977148535
"N00000393",0.794833581718828
"N00000394",0.198708395429707
"N00000395",2.7819175360159
"N00000396",0.993541977148535
"N00000397",0.397416790859414
"N00000398",0.596125186289121
"N00000399",0.198708395429707
"N00000400",0
"N00000401",0.794833581718828
"N00000402",0.794833581718828
"N00000403",0.596125186289121
"N00000404",0.596125186289121
"N00000405",0
"N00000406",0.596125186289121
"N00000407",1.39095876800795
"N00000408",0.794833581718828
"N00000409",1.78837555886736
"N00000410",0.794833581718828
"N00000411",0.794833581718828
"N00000412",0.198708395429707
"N00000413",0.198708395429707
"N00000414",0.596125186289121
"N00000415",0.596125186289121
"N00000416",0
"N00000417",0.198708395429707
"N00000418",1.39095876800795
"N00000419",0.198708395429707
"N00000420",0.794833581718828
"N00000421",0.794833581718828
"N00000422",0.397416790859414
"N00000423",0.397416790859414
"N00000424",0.397416790859414
"N00000425",0.596125186289121
"N00000426",0.198708395429707
"N00000427",0
"N00000428",0.596125186289121
"N00000429",0.794833581718828
"N00000430",0.794833581718828
"N00000431",0.596125186289121
"N00000432",0.198708395429707
"N00000433",0.397416790859414
"N00000434",0.397416790859414
"N00000435",0.596125186289121
"N00000436",0.596125186289121
"N00000437",0.794833581718828
"N00000438",0.596125186289121
"N00000439",1.19225037257824
"N00000440",0.198708395429707
"N00000441",0
"N00000442",0
"N00000443",0.198708395429707
"N00000444",0.993541977148535
"N00000445",0.198708395429707
"N00000446",0.794833581718828
"N00000447",1.58966716343766
"N00000448",0.397416790859414
"N00000449",1.39095876800795
"N00000450",0.596125186289121
"N00000451",0.397416790859414
"N00000452",0.198708395429707
"N00000453",0.596125186289121
"N00000454",0.596125186289121
"N00000455",0.397416790859414
"N00000456",0.596125186289121
"N00000457",0.198708395429707
"N00000458",0.993541977148535
"N00000459",0.794833581718828
"N00000460",0.397416790859414
"N00000461",0.198708395429707
"N00000462",0
"N00000463",0.993541977148535
"N00000464",0.198708395429707
"N00000465",0.397416790859414
"N00000466",0.993541977148535
"N00000467",0
"N00000468",0
"N00000469",0.596125186289121
"N00000470",0.198708395429707
"N00000471",0.596125186289121
"N00000472",0.198708395429707
"N00000473",0.198708395429707
"N00000474",0.596125186289121
"N00000475",0.993541977148535
"N00000476",0.397416790859414
"N00000477",0.993541977148535
"N00000478",0.198708395429707
"N00000479",0.198708395429707
"N00000480",0.596125186289121
"N00000481",6.55737704918033
"N00000482",0.397416790859414
"N00000483",0
"N00000484",0.596125186289121
"N00000485",0.794833581718828
"N00000486",0
"N00000487",0.397416790859414
"N00000488",0.198708395429707
"N00000489",0.397416790859414
"N00000490",0.993541977148535
"N00000491",0.596125186289121
"N00000492",0.596125186289121
"N00000493",0.198708395429707
"N00000494",0.397416790859414
"N00000495",0.596125186289121
"N00000496",0.397416790859414
"N00000497",1.39095876800795
"N00000498",0.397416790859414
"N00000499",0.198708395429707
"N00000500",1.39095876800795
"N00000501",0.596125186289121
"N00000502",0.794833581718828
"N00000503",0.198708395429707
"N00000504",0.596125186289121
"N00000505",0.397416790859414
"N00000506",1.19225037257824
"N00000507",0.794833581718828
"N00000508",0.198708395429707
"N00000509",0
"N00000510",0.198708395429707
"N00000511",0.596125186289121
"N00000512",2.18579234972678
"N00000513",0.397416790859414
"N00000514",0.794833581718828
"N00000515",0.198708395429707
"N00000516",0
"N00000517",5.5638350720318
"N00000518",0.198708395429707
"N00000519",0.198708395429707
"N00000520",1.58966716343766
"N00000521",0.794833581718828
"N00000522",0.397416790859414
"N00000523",1.19225037257824
"N00000524",0.397416790859414
"N00000525",1.39095876800795
"N00000526",0.198708395429707
"N00000527",0.198708395429707
"N00000528",0.596125186289121
"N00000529",0.596125186289121
"N00000530",0
"N00000531",0.794833581718828
"N00000532",0.397416790859414
"N00000533",1.58966716343766
"N00000534",1.39095876800795
"N00000535",0.794833581718828
"N00000536",0
"N00000537",1.58966716343766
"N00000538",0
"N00000539",0.198708395429707
"N00000540",1.19225037257824
"N00000541",0.198708395429707
"N00000542",0.993541977148535
"N00000543",0.397416790859414
"N00000544",0.397416790859414
"N00000545",0.397416790859414
"N00000546",0
"N00000547",0.397416790859414
"N00000548",0.596125186289121
"N00000549",0.596125186289121
"N00000550",0.993541977148535
"N00000551",0.596125186289121
"N00000552",0.198708395429707
"N00000553",0.198708395429707
"N00000554",0.198708395429707
"N00000555",0
"N00000556",0.397416790859414
"N00000557",0.993541977148535
"N00000558",2.18579234972678
"N00000559",0.397416790859414
"N00000560",0.397416790859414
"N00000561",0.993541977148535
"N00000562",0.397416790859414
"N00000563",1.58966716343766
"N00000564",0.397416790859414
"N00000565",0.794833581718828
"N00000566",0.397416790859414
"N00000567",0.198708395429707
"N00000568",0.198708395429707
"N00000569",0.198708395429707
"N00000570",0
"N00000571",0.794833581718828
"N00000572",0.993541977148535
"N00000573",0.993541977148535
"N00000574",0.596125186289121
"N00000575",0.993541977148535
"N00000576",0.397416790859414
"N00000577",0.397416790859414
"N00000578",0.794833581718828
"N00000579",0
"N00000580",0.993541977148535
"N00000581",0.397416790859414
"N00000582",0.794833581718828
"N00000583",0.794833581718828
"N00000584",3.77545951316443
"N00000585",0.794833581718828
"N00000586",0
"N00000587",0
"N00000588",0.397416790859414
"N00000589",0.596125186289121
"N00000590",0.198708395429707
"N00000591",0.397416790859414
"N00000592",0.794833581718828
"N00000593",0.993541977148535
"N00000594",0.397416790859414
"N00000595",0.993541977148535
"N00000596",0.596125186289121
"N00000597",0.596125186289121
"N00000598",0.794833581718828
"N00000599",0.397416790859414
"N00000600",0.397416790859414
"N00000601",4.57029309488326
"N00000602",0.596125186289121
"N00000603",3.17933432687531
"N00000604",0
"N00000605",0.993541977148535
"N00000606",0
"N00000607",0.794833581718828
"N00000608",0.794833581718828
"N00000609",0.794833581718828
"N00000610",0.596125186289121
"N00000611",0.596125186289121
"N00000612",0.993541977148535
"N00000613",0.397416790859414
"N00000614",0.397416790859414
"N00000615",0.397416790859414
"N00000616",0.596125186289121
"N00000617",0.198708395429707
"N00000618",1.19225037257824
"N00000619",0.397416790859414
"N00000620",0.596125186289121
"N00000621",0.993541977148535
"N00000622",0.596125186289121
"N00000623",0.794833581718828
"N00000624",0.993541977148535
"N00000625",0.596125186289121
"N00000626",0.596125186289121
"N00000627",0.596125186289121
"N00000628",0.596125186289121
"N00000629",0.198708395429707
"N00000630",0.596125186289121
"N00000631",0.198708395429707
"N00000632",1.98708395429707
"N00000633",1.19225037257824
"N00000634",0.397416790859414
"N00000635",0.596125186289121
"N00000636",0.397416790859414
"N00000637",0.596125186289121
"N00000638",0.596125186289121
"N00000639",0.198708395429707
"N00000640",3.37804272230502
"N00000641",0.397416790859414
"N00000642",0.397416790859414
"N00000643",0.993541977148535
"N00000644",1.19225037257824
"N00000645",0.993541977148535
"N00000646",0.397416790859414
"N00000647",0.794833581718828
"N00000648",0.397416790859414
"N00000649",0.198708395429707
"N00000650",1.19225037257824
"N00000651",0.198708395429707
"N00000652",1.39095876800795
"N00000653",0.397416790859414
"N00000654",0.794833581718828
"N00000655",0
"N00000656",0
"N00000657",1.19225037257824
"N00000658",0.596125186289121
"N00000659",0.596125186289121
"N00000660",0.596125186289121
"N00000661",0.596125186289121
"N00000662",0.397416790859414
"N00000663",0.993541977148535
"N00000664",0.993541977148535
"N00000665",0.198708395429707
"N00000666",0.198708395429707
"N00000667",0.198708395429707
"N00000668",0.198708395429707
"N00000669",0.397416790859414
"N00000670",0.596125186289121
"N00000671",0.993541977148535
"N00000672",0.596125186289121
"N00000673",0.198708395429707
"N00000674",1.39095876800795
"N00000675",0.397416790859414
"N00000676",4.37158469945355
"N00000677",0.794833581718828
"N00000678",1.19225037257824
"N00000679",2.18579234972678
"N00000680",1.19225037257824
"N00000681",0.596125186289121
"N00000682",0.397416790859414
"N00000683",0.794833581718828
"N00000684",0.397416790859414
"N00000685",0.397416790859414
"N00000686",0.993541977148535
"N00000687",0.596125186289121
"N00000688",0
"N00000689",0.397416790859414
"N00000690",0.794833581718828
"N00000691",0.198708395429707
"N00000692",0.596125186289121
"N00000693",0.397416790859414
"N00000694",1.58966716343766
"N00000695",0.397416790859414
"N00000696",0.596125186289121
"N00000697",0.993541977148535
"N00000698",0.794833581718828
"N00000699",1.98708395429707
"N00000700",0.198708395429707
"N00000701",0.198708395429707
"N00000702",1.58966716343766
"N00000703",0.198708395429707
"N00000704",0.794833581718828
"N00000705",0.397416790859414
"N00000706",0.596125186289121
"N00000707",0.198708395429707
"N00000708",1.58966716343766
"N00000709",0.596125186289121
"N00000710",0.993541977148535
"N00000711",0.993541977148535
"N00000712",0.397416790859414
"N00000713",1.19225037257824
"N00000714",1.19225037257824
"N00000715",0.794833581718828
"N00000716",1.19225037257824
"N00000717",0.397416790859414
"N00000718",6.15996025832092
"N00000719",0.794833581718828
"N00000720",0
"N00000721",0.993541977148535
"N00000722",0.993541977148535
"N00000723",0.993541977148535
"N00000724",0.198708395429707
"N00000725",0.794833581718828
"N00000726",0.397416790859414
"N00000727",0.596125186289121
"N00000728",0.596125186289121
"N00000729",0.198708395429707
"N00000730",0.397416790859414
"N00000731",0.794833581718828
"N00000732",0.198708395429707
"N00000733",0.794833581718828
"N00000734",0
"N00000735",0.596125186289121
"N00000736",0.596125186289121
"N00000737",0.596125186289121
"N00000738",1.19225037257824
"N00000739",0
"N00000740",0.397416790859414
"N00000741",0.198708395429707
"N00000742",0
"N00000743",0.198708395429707
"N00000744",0.397416790859414
"N00000745",0.198708395429707
"N00000746",0.794833581718828
"N00000747",0.596125186289121
"N00000748",0.596125186289121
"N00000749",1.78837555886736
"N00000750",0.397416790859414
"N00000751",0.596125186289121
"N00000752",0.397416790859414
"N00000753",0
"N00000754",0
"N00000755",0.397416790859414
"N00000756",0.397416790859414
"N00000757",0.596125186289121
"N00000758",0.794833581718828
"N00000759",0.198708395429707
"N00000760",0.596125186289121
"N00000761",0.397416790859414
"N00000762",0.794833581718828
"N00000763",0.198708395429707
"N00000764",0
"N00000765",0.198708395429707
"N00000766",3.57675111773473
"N00000767",0
"N00000768",0.198708395429707
"N00000769",0
"N00000770",0
"N00000771",0.794833581718828
"N00000772",0.198708395429707
"N00000773",0.596125186289121
"N00000774",1.19225037257824
"N00000775",0.397416790859414
"N00000776",0.198708395429707
"N00000777",0.794833581718828
"N00000778",0.596125186289121
"N00000779",0
"N00000780",0.198708395429707
"N00000781",0
"N00000782",0.397416790859414
"N00000783",0.993541977148535
"N00000784",0.198708395429707
"N00000785",0.794833581718828
"N00000786",0.794833581718828
"N00000787",0.596125186289121
"N00000788",0.596125186289121
"N00000789",1.19225037257824
"N00000790",0.794833581718828
"N00000791",0.397416790859414
"N00000792",1.39095876800795
"N00000793",0.596125186289121
"N00000794",0.794833581718828
"N00000795",0.397416790859414
"N00000796",0.397416790859414
"N00000797",0.198708395429707
"N00000798",0.397416790859414
"N00000799",0.794833581718828
"N00000800",1.19225037257824
"N00000801",0.596125186289121
"N00000802",0.993541977148535
"N00000803",0.596125186289121
"N00000804",0.397416790859414
"N00000805",0.993541977148535
"N00000806",0.993541977148535
"N00000807",0
"N00000808",1.19225037257824
"N00000809",1.58966716343766
"N00000810",1.19225037257824
"N00000811",0.596125186289121
"N00000812",0.198708395429707
"N00000813",0.794833581718828
"N00000814",0.198708395429707
"N00000815",0.397416790859414
"N00000816",3.37804272230502
"N00000817",0.794833581718828
"N00000818",0
"N00000819",0.397416790859414
"N00000820",0.397416790859414
"N00000821",0
"N00000822",0.596125186289121
"N00000823",0.198708395429707
"N00000824",0.198708395429707
"N00000825",1.19225037257824
"N00000826",0
"N00000827",0.993541977148535
"N00000828",0.198708395429707
"N00000829",0.794833581718828
"N00000830",1.39095876800795
"N00000831",0.596125186289121
"N00000832",1.19225037257824
"N00000833",0.794833581718828
"N00000834",1.19225037257824
"N00000835",0.993541977148535
"N00000836",0.596125186289121
"N00000837",0.596125186289121
"N00000838",0
"N00000839",1.19225037257824
"N00000840",0.794833581718828
"N00000841",0
"N00000842",0.596125186289121
"N00000843",0.397416790859414
"N00000844",0.198708395429707
"N00000845",0
"N00000846",0
"N00000847",0.397416790859414
"N00000848",0.198708395429707
"N00000849",0.397416790859414
"N00000850",0.397416790859414
"N00000851",0.596125186289121
"N00000852",1.58966716343766
"N00000853",0.198708395429707
"N00000854",0.596125186289121
"N00000855",0.397416790859414
"N00000856",0
"N00000857",1.19225037257824
"N00000858",0.198708395429707
"N00000859",0
"N00000860",1.58966716343766
"N00000861",0.198708395429707
"N00000862",2.9806259314456
"N00000863",0.198708395429707
"N00000864",0
"N00000865",0.397416790859414
"N00000866",0.198708395429707
"N00000867",0.198708395429707
"N00000868",0.198708395429707
"N00000869",0.794833581718828
"N00000870",0.794833581718828
"N00000871",0
"N00000872",1.78837555886736
"N00000873",0
"N00000874",0.397416790859414
"N00000875",0.596125186289121
"N00000876",0.794833581718828
"N00000877",0
"N00000878",0.794833581718828
"N00000879",0.397416790859414
"N00000880",0.794833581718828
"N00000881",0.596125186289121
"N00000882",0.198708395429707
"N00000883",0.397416790859414
"N00000884",0.596125186289121
"N00000885",0.794833581718828
"N00000886",0
"N00000887",0.198708395429707
"N00000888",0.397416790859414
"N00000889",0
"N00000890",0
"N00000891",0.198708395429707
"N00000892",0.198708395429707
"N00000893",0.198708395429707
"N00000894",0
"N00000895",0.397416790859414
"N00000896",0
"N00000897",0
"N00000898",0.794833581718828
"N00000899",0.596125186289121
"N00000900",0
"N00000901",0.397416790859414
"N00000902",0
"N00000903",0.198708395429707
"N00000904",0.198708395429707
"N00000905",0.198708395429707
"N00000906",0.198708395429707
"N00000907",0
"N00000908",0.794833581718828
"N00000909",0.198708395429707
"N00000910",0
"N00000911",0.596125186289121
"N00000912",0.596125186289121
"N00000913",0.397416790859414
"N00000914",0.794833581718828
"N00000915",0.596125186289121
"N00000916",0.397416790859414
"N00000917",0.596125186289121
"N00000918",0.397416790859414
"N00000919",0.397416790859414
"N00000920",0.397416790859414
"N00000921",0.198708395429707
"N00000922",0.596125186289121
"N00000923",0.198708395429707
"N00000924",0
"N00000925",0.198708395429707
"N00000926",0.596125186289121
"N00000927",0.397416790859414
"N00000928",0.794833581718828
"N00000929",1.98708395429707
"N00000930",0.397416790859414
"N00000931",0.993541977148535
"N00000932",0.596125186289121
"N00000933",0.198708395429707
"N00000934",0.397416790859414
"N00000935",0.198708395429707
"N00000936",0.596125186289121
"N00000937",0.794833581718828
"N00000938",0
"N00000939",0
"N00000940",0.198708395429707
"N00000941",0.397416790859414
"N00000942",0.794833581718828
"N00000943",0.596125186289121
"N00000944",0
"N00000945",0.397416790859414
"N00000946",0.794833581718828
"N00000947",0
"N00000948",0.397416790859414
"N00000949",0
"N00000950",0.397416790859414
"N00000951",0.198708395429707
"N00000952",0
"N00000953",0
"N00000954",0.198708395429707
"N00000955",0.596125186289121
"N00000956",0.397416790859414
"N00000957",2.7819175360159
"N00000958",0.596125186289121
"N00000959",0.596125186289121
"N00000960",0.794833581718828
"N00000961",0.596125186289121
"N00000962",0.397416790859414
"N00000963",0.993541977148535
"N00000964",0.794833581718828
"N00000965",0.596125186289121
"N00000966",0.596125186289121
"N00000967",3.77545951316443
"N00000968",0
"N00000969",0.794833581718828
"N00000970",0.397416790859414
"N00000971",0.397416790859414
"N00000972",0.596125186289121
"N00000973",0
"N00000974",0.596125186289121
"N00000975",0
"N00000976",0.198708395429707
"N00000977",0.397416790859414
"N00000978",0.397416790859414
"N00000979",0
"N00000980",0.397416790859414
"N00000981",0.596125186289121
"N00000982",0
"N00000983",0.596125186289121
"N00000984",0.198708395429707
"N00000985",0.397416790859414
"N00000986",0.198708395429707
"N00000987",0.993541977148535
"N00000988",0
"N00000989",0.397416790859414
"N00000990",0
"N00000991",0.198708395429707
"N00000992",0.993541977148535
"N00000993",0.198708395429707
"N00000994",2.18579234972678
"N00000995",0
"N00000996",0.397416790859414
"N00000997",0.596125186289121
"N00000998",0.198708395429707
"N00000999",0.397416790859414
"N00001000",0.198708395429707
"N00001001",0.397416790859414
"N00001002",1.98708395429707
"N00001003",0
"N00001004",0.397416790859414
"N00001005",0
"N00001006",0
"N00001007",0.397416790859414
"N00001008",0
"N00001009",0
"N00001010",0
"N00001011",0.198708395429707
"N00001012",0
"N00001013",0.198708395429707
"N00001014",0
"N00001015",0
"N00001016",0
"N00001017",0
"N00001018",0.198708395429707
"N00001019",0
"N00001020",0.198708395429707
"N00001021",0
"N00001022",0.794833581718828
"N00001023",0
"N00001024",0
"N00001025",0
"N00001026",0
"N00001027",0.397416790859414
"N00001028",1.58966716343766
"N00001029",0.198708395429707
"N00001030",0.397416790859414
"N00001031",0.397416790859414
"N00001032",0.993541977148535
"N00001033",0
"N00001034",0.198708395429707
"N00001035",0
"N00001036",0.397416790859414
"N00001037",0
"N00001038",0.596125186289121
"N00001039",1.58966716343766
"N00001040",0.397416790859414
"N00001041",0.198708395429707
"N00001042",0.993541977148535
"N00001043",0
"N00001044",0
"N00001045",0.397416790859414
"N00001046",0
"N00001047",0.794833581718828
"N00001048",0.198708395429707
"N00001049",0.198708395429707
"N00001050",0.794833581718828
"N00001051",0.198708395429707
"N00001052",0.596125186289121
"N00001053",0.198708395429707
"N00001054",0
"N00001055",0.397416790859414
"N00001056",0.596125186289121
"N00001057",0
"N00001058",0.794833581718828
"N00001059",0.397416790859414
"N00001060",0
"N00001061",3.37804272230502
