from_postcode,BT126BA,BT161RH,BT358DR,BT412RL,BT476SB,BT521HS,BT635QQ,BT746DN
N00000045,37.8526650536016,45.3246173009173,79.8956428122916,19.0326579023751,65.3660455230301,52.5636145854392,57.2824173957882,104
N00000046,36.5804618603731,44.0969174783216,77.6959497099794,16.0884404323873,66.5045880112487,48.9701057321922,54.9328533660975,104
N00000047,34.0096740062926,41.6212373612667,76.5915751408553,14.5772411907136,66.5045880112487,51.3712344516913,53.7507676882285,104
N00000048,34.0096740062926,41.6212373612667,76.5915751408553,14.5772411907136,66.5045880112487,54.9328533660975,53.7507676882285,104
N00000049,34.0096740062926,41.6212373612667,75.4841013054998,14.5772411907136,66.5045880112487,54.9328533660975,52.5636145854392,104
N00000050,34.0096740062926,41.6212373612667,75.4841013054998,13.034936869946,66.5045880112487,54.9328533660975,52.5636145854392,104
N00000051,27.4048869057523,35.2996111471651,69.8979386453122,8.15778606675056,73.2596001590327,54.9328533660975,45.3246173009173,111.8
N00000052,28.7486181479082,36.5804618603731,71.0219095730246,8.15778606675056,74.3734648968056,56.1100223905244,46.5458959812848,113.1
N00000053,27.4048869057523,35.2996111471651,69.8979386453122,8.15778606675056,74.3734648968056,56.1100223905244,45.3246173009173,111.8
N00000054,28.7486181479082,36.5804618603731,71.0219095730246,11.4562670706944,75.4841013054998,57.2824173957882,44.0969174783216,110.5
N00000055,28.7486181479082,36.5804618603731,71.0219095730246,11.4562670706944,75.4841013054998,57.2824173957882,44.0969174783216,110.5
N00000056,27.4048869057523,35.2996111471651,71.0219095730246,11.4562670706944,75.4841013054998,57.2824173957882,44.0969174783216,110.5
N00000057,28.7486181479082,36.5804618603731,72.142438746773,8.15778606675056,73.2596001590327,54.9328533660975,44.0969174783216,110.5
N00000058,28.7486181479082,36.5804618603731,72.142438746773,8.15778606675056,73.2596001590327,54.9328533660975,44.0969174783216,110.5
N00000059,30.0802640216665,36.5804618603731,72.142438746773,9.83402616304834,73.2596001590327,56.1100223905244,44.0969174783216,111.8
N00000060,28.7486181479082,36.5804618603731,72.142438746773,9.83402616304834,73.2596001590327,54.9328533660975,44.0969174783216,110.5
N00000061,28.7486181479082,36.5804618603731,71.0219095730246,8.15778606675056,73.2596001590327,54.9328533660975,44.0969174783216,110.5
N00000062,28.7486181479082,36.5804618603731,71.0219095730246,11.4562670706944,73.2596001590327,56.1100223905244,44.0969174783216,111.8
N00000063,30.0802640216665,36.5804618603731,72.142438746773,8.15778606675056,72.142438746773,53.7507676882285,46.5458959812848,113.1
N00000064,27.4048869057523,34.0096740062926,69.8979386453122,8.15778606675056,73.2596001590327,56.1100223905244,44.0969174783216,111.8
N00000065,27.4048869057523,35.2996111471651,71.0219095730246,9.83402616304834,74.3734648968056,56.1100223905244,45.3246173009173,111.8
N00000066,27.4048869057523,35.2996111471651,71.0219095730246,9.83402616304834,73.2596001590327,56.1100223905244,44.0969174783216,111.8
N00000067,27.4048869057523,35.2996111471651,69.8979386453122,9.83402616304834,74.3734648968056,56.1100223905244,44.0969174783216,111.8
N00000068,28.7486181479082,36.5804618603731,71.0219095730246,11.4562670706944,74.3734648968056,56.1100223905244,42.8625469209214,109.2
N00000069,27.4048869057523,35.2996111471651,71.0219095730246,9.83402616304834,74.3734648968056,56.1100223905244,44.0969174783216,110.5
N00000070,31.4005615242259,39.1166217609521,74.3734648968056,8.15778606675056,69.8979386453122,52.5636145854392,45.3246173009173,111.8
N00000071,30.0802640216665,37.8526650536016,72.142438746773,8.15778606675056,72.142438746773,53.7507676882285,46.5458959812848,113.1
N00000072,30.0802640216665,37.8526650536016,72.142438746773,11.4562670706944,73.2596001590327,54.9328533660975,44.0969174783216,110.5
N00000073,30.0802640216665,37.8526650536016,72.142438746773,9.83402616304834,72.142438746773,53.7507676882285,45.3246173009173,111.8
N00000074,31.4005615242259,39.1166217609521,74.3734648968056,9.83402616304834,71.0219095730246,52.5636145854392,46.5458959812848,114.4
N00000075,31.4005615242259,39.1166217609521,73.2596001590327,8.15778606675056,71.0219095730246,52.5636145854392,45.3246173009173,111.8
N00000076,31.4005615242259,39.1166217609521,74.3734648968056,9.83402616304834,71.0219095730246,52.5636145854392,46.5458959812848,113.1
N00000077,31.4005615242259,39.1166217609521,74.3734648968056,8.15778606675056,71.0219095730246,52.5636145854392,45.3246173009173,111.8
N00000078,30.0802640216665,37.8526650536016,73.2596001590327,9.83402616304834,69.8979386453122,51.3712344516913,46.5458959812848,113.1
N00000079,27.4048869057523,35.2996111471651,71.0219095730246,14.5772411907136,77.6959497099794,53.7507676882285,48.9701057321922,115.7
N00000080,24.6777297765005,32.7101681851292,68.7704488886652,14.5772411907136,77.6959497099794,56.1100223905244,47.7609862792756,114.4
N00000081,24.6777297765005,31.4005615242259,67.6393599541199,13.034936869946,76.5915751408553,58.4501735056364,46.5458959812848,113.1
N00000082,26.0482389454077,34.0096740062926,68.7704488886652,9.83402616304834,74.3734648968056,57.2824173957882,47.7609862792756,114.4
N00000083,34.0096740062926,41.6212373612667,75.4841013054998,14.5772411907136,79.8956428122916,50.1734580681615,54.9328533660975,122.2
N00000084,28.7486181479082,36.5804618603731,71.0219095730246,20.4713346082219,82.0836428572488,53.7507676882285,50.1734580681615,117
N00000085,34.0096740062926,40.372699739972,75.4841013054998,13.034936869946,65.3660455230301,54.9328533660975,52.5636145854392,102.7
N00000086,32.7101681851292,40.372699739972,75.4841013054998,13.034936869946,66.5045880112487,51.3712344516913,52.5636145854392,104
N00000087,32.7101681851292,40.372699739972,74.3734648968056,11.4562670706944,66.5045880112487,53.7507676882285,48.9701057321922,105.3
N00000088,32.7101681851292,40.372699739972,75.4841013054998,13.034936869946,65.3660455230301,53.7507676882285,52.5636145854392,104
N00000089,34.0096740062926,40.372699739972,75.4841013054998,13.034936869946,66.5045880112487,52.5636145854392,52.5636145854392,104
N00000090,32.7101681851292,40.372699739972,74.3734648968056,13.034936869946,66.5045880112487,51.3712344516913,51.3712344516913,104
N00000091,32.7101681851292,40.372699739972,75.4841013054998,13.034936869946,66.5045880112487,52.5636145854392,52.5636145854392,104
N00000092,32.7101681851292,40.372699739972,75.4841013054998,13.034936869946,74.3734648968056,48.9701057321922,53.7507676882285,113.1
N00000093,31.4005615242259,39.1166217609521,73.2596001590327,9.83402616304834,71.0219095730246,48.9701057321922,50.1734580681615,109.2
N00000094,32.7101681851292,39.1166217609521,74.3734648968056,11.4562670706944,69.8979386453122,47.7609862792756,51.3712344516913,107.9
N00000095,34.0096740062926,41.6212373612667,76.5915751408553,14.5772411907136,68.7704488886652,51.3712344516913,53.7507676882285,106.6
N00000096,30.0802640216665,37.8526650536016,72.142438746773,8.15778606675056,73.2596001590327,51.3712344516913,48.9701057321922,115.7
N00000097,30.0802640216665,36.5804618603731,72.142438746773,8.15778606675056,72.142438746773,53.7507676882285,47.7609862792756,114.4
N00000098,28.7486181479082,36.5804618603731,71.0219095730246,6.41121146749091,71.0219095730246,52.5636145854392,46.5458959812848,113.1
N00000099,28.7486181479082,36.5804618603731,72.142438746773,6.41121146749091,72.142438746773,53.7507676882285,46.5458959812848,113.1
N00000100,30.0802640216665,37.8526650536016,72.142438746773,8.15778606675056,71.0219095730246,53.7507676882285,45.3246173009173,111.8
N00000101,30.0802640216665,37.8526650536016,73.2596001590327,8.15778606675056,72.142438746773,53.7507676882285,47.7609862792756,114.4
N00000102,28.7486181479082,36.5804618603731,72.142438746773,6.41121146749091,71.0219095730246,52.5636145854392,46.5458959812848,113.1
N00000103,28.7486181479082,36.5804618603731,72.142438746773,6.41121146749091,72.142438746773,54.9328533660975,47.7609862792756,115.7
N00000104,30.0802640216665,37.8526650536016,73.2596001590327,8.15778606675056,72.142438746773,53.7507676882285,47.7609862792756,114.4
N00000105,28.7486181479082,36.5804618603731,72.142438746773,6.41121146749091,72.142438746773,53.7507676882285,46.5458959812848,113.1
N00000106,28.7486181479082,36.5804618603731,72.142438746773,8.15778606675056,73.2596001590327,54.9328533660975,45.3246173009173,111.8
N00000107,28.7486181479082,36.5804618603731,71.0219095730246,8.15778606675056,73.2596001590327,54.9328533660975,45.3246173009173,111.8
N00000108,28.7486181479082,36.5804618603731,71.0219095730246,6.41121146749091,72.142438746773,53.7507676882285,46.5458959812848,113.1
N00000109,28.7486181479082,36.5804618603731,72.142438746773,6.41121146749091,73.2596001590327,54.9328533660975,45.3246173009173,111.8
N00000110,28.7486181479082,36.5804618603731,72.142438746773,8.15778606675056,73.2596001590327,54.9328533660975,45.3246173009173,111.8
N00000111,28.7486181479082,36.5804618603731,71.0219095730246,8.15778606675056,73.2596001590327,54.9328533660975,44.0969174783216,110.5
N00000112,28.7486181479082,36.5804618603731,71.0219095730246,8.15778606675056,73.2596001590327,54.9328533660975,44.0969174783216,110.5
N00000113,27.4048869057523,35.2996111471651,69.8979386453122,9.83402616304834,74.3734648968056,56.1100223905244,45.3246173009173,111.8
N00000114,28.7486181479082,36.5804618603731,71.0219095730246,9.83402616304834,74.3734648968056,56.1100223905244,45.3246173009173,111.8
N00000115,27.4048869057523,35.2996111471651,69.8979386453122,9.83402616304834,74.3734648968056,56.1100223905244,45.3246173009173,111.8
N00000116,28.7486181479082,35.2996111471651,71.0219095730246,8.15778606675056,73.2596001590327,54.9328533660975,45.3246173009173,111.8
N00000117,28.7486181479082,36.5804618603731,71.0219095730246,8.15778606675056,73.2596001590327,56.1100223905244,45.3246173009173,111.8
N00000118,21.8906326516112,30.0802640216665,65.3660455230301,13.034936869946,76.5915751408553,58.4501735056364,42.8625469209214,109.2
N00000119,21.8906326516112,30.0802640216665,66.5045880112487,13.034936869946,77.6959497099794,59.6134188979342,44.0969174783216,110.5
N00000120,20.4713346082219,28.7486181479082,65.3660455230301,13.034936869946,76.5915751408553,58.4501735056364,44.0969174783216,110.5
N00000121,21.8906326516112,30.0802640216665,66.5045880112487,13.034936869946,77.6959497099794,59.6134188979342,42.8625469209214,109.2
N00000122,24.6777297765005,31.4005615242259,67.6393599541199,11.4562670706944,75.4841013054998,57.2824173957882,44.0969174783216,110.5
N00000123,23.2922777214499,31.4005615242259,66.5045880112487,14.5772411907136,77.6959497099794,59.6134188979342,44.0969174783216,110.5
N00000124,24.6777297765005,32.7101681851292,68.7704488886652,9.83402616304834,74.3734648968056,57.2824173957882,44.0969174783216,110.5
N00000125,40.372699739972,47.7609862792756,80.9910768517414,20.4713346082219,61.9268585241596,53.7507676882285,58.4501735056364,98.8
N00000126,40.372699739972,47.7609862792756,80.9910768517414,20.4713346082219,58.4501735056364,51.3712344516913,58.4501735056364,94.9
N00000127,39.1166217609521,46.5458959812848,79.8956428122916,19.0326579023751,60.7722753147343,53.7507676882285,57.2824173957882,97.5
N00000128,40.372699739972,47.7609862792756,80.9910768517414,20.4713346082219,64.2236410011559,60.7722753147343,58.4501735056364,101.4
N00000129,39.1166217609521,46.5458959812848,80.9910768517414,20.4713346082219,58.4501735056364,51.3712344516913,58.4501735056364,94.9
N00000130,26.0482389454077,16.0884404323873,60.7722753147343,41.6212373612667,102.7,83.2,47.7609862792756,114.4
N00000131,24.6777297765005,17.5725337832552,60.7722753147343,40.372699739972,102.7,82.0836428572488,46.5458959812848,113.1
N00000132,28.7486181479082,20.4713346082219,59.6134188979342,44.0969174783216,105.3,84.5,45.3246173009173,111.8
N00000133,24.6777297765005,16.0884404323873,59.6134188979342,40.372699739972,102.7,82.0836428572488,46.5458959812848,113.1
N00000134,24.6777297765005,17.5725337832552,60.7722753147343,40.372699739972,101.4,82.0836428572488,46.5458959812848,113.1
N00000135,24.6777297765005,16.0884404323873,60.7722753147343,41.6212373612667,102.7,82.0836428572488,46.5458959812848,113.1
N00000136,24.6777297765005,17.5725337832552,60.7722753147343,40.372699739972,102.7,82.0836428572488,46.5458959812848,113.1
N00000137,24.6777297765005,17.5725337832552,60.7722753147343,40.372699739972,102.7,82.0836428572488,46.5458959812848,113.1
N00000138,24.6777297765005,17.5725337832552,59.6134188979342,41.6212373612667,102.7,82.0836428572488,46.5458959812848,113.1
N00000139,27.4048869057523,11.4562670706944,71.0219095730246,44.0969174783216,105.3,84.5,57.2824173957882,124.8
N00000140,27.4048869057523,11.4562670706944,69.8979386453122,42.8625469209214,104,84.5,57.2824173957882,124.8
N00000141,27.4048869057523,11.4562670706944,71.0219095730246,42.8625469209214,105.3,84.5,57.2824173957882,124.8
N00000142,27.4048869057523,11.4562670706944,71.0219095730246,42.8625469209214,105.3,84.5,57.2824173957882,124.8
N00000143,27.4048869057523,11.4562670706944,71.0219095730246,42.8625469209214,105.3,84.5,57.2824173957882,124.8
N00000144,28.7486181479082,13.034936869946,71.0219095730246,44.0969174783216,105.3,84.5,57.2824173957882,124.8
N00000145,27.4048869057523,11.4562670706944,71.0219095730246,44.0969174783216,105.3,84.5,57.2824173957882,124.8
N00000146,24.6777297765005,9.83402616304834,68.7704488886652,41.6212373612667,102.7,82.0836428572488,54.9328533660975,122.2
N00000147,27.4048869057523,11.4562670706944,71.0219095730246,42.8625469209214,105.3,84.5,57.2824173957882,124.8
N00000148,42.8625469209214,28.7486181479082,83.2,57.2824173957882,119.6,98.8,69.8979386453122,140.4
N00000149,42.8625469209214,28.7486181479082,84.5,57.2824173957882,120.9,100.1,71.0219095730246,140.4
N00000150,42.8625469209214,28.7486181479082,83.2,57.2824173957882,119.6,100.1,71.0219095730246,140.4
N00000151,42.8625469209214,28.7486181479082,83.2,57.2824173957882,119.6,98.8,71.0219095730246,140.4
N00000152,42.8625469209214,28.7486181479082,83.2,57.2824173957882,119.6,98.8,71.0219095730246,140.4
N00000153,37.8526650536016,23.2922777214499,78.7972860024428,52.5636145854392,114.4,93.6,66.5045880112487,135.2
N00000154,37.8526650536016,23.2922777214499,78.7972860024428,52.5636145854392,114.4,93.6,66.5045880112487,135.2
N00000155,39.1166217609521,24.6777297765005,79.8956428122916,53.7507676882285,115.7,96.2,67.6393599541199,136.5
N00000156,36.5804618603731,21.8906326516112,78.7972860024428,51.3712344516913,114.4,93.6,65.3660455230301,133.9
N00000157,40.372699739972,26.0482389454077,82.0836428572488,54.9328533660975,118.3,97.5,68.7704488886652,137.8
N00000158,45.3246173009173,31.4005615242259,85.8,59.6134188979342,122.2,101.4,73.2596001590327,143
N00000159,27.4048869057523,11.4562670706944,69.8979386453122,42.8625469209214,104,83.2,57.2824173957882,124.8
N00000160,27.4048869057523,11.4562670706944,69.8979386453122,42.8625469209214,104,84.5,57.2824173957882,124.8
N00000161,28.7486181479082,13.034936869946,71.0219095730246,44.0969174783216,105.3,84.5,58.4501735056364,126.1
N00000162,28.7486181479082,13.034936869946,71.0219095730246,44.0969174783216,105.3,84.5,57.2824173957882,124.8
N00000163,27.4048869057523,11.4562670706944,71.0219095730246,44.0969174783216,105.3,84.5,57.2824173957882,124.8
N00000164,27.4048869057523,11.4562670706944,69.8979386453122,42.8625469209214,104,83.2,56.1100223905244,123.5
N00000165,26.0482389454077,9.83402616304834,68.7704488886652,41.6212373612667,102.7,82.0836428572488,56.1100223905244,123.5
N00000166,28.7486181479082,13.034936869946,72.142438746773,44.0969174783216,106.6,85.8,58.4501735056364,126.1
N00000167,27.4048869057523,13.034936869946,71.0219095730246,44.0969174783216,105.3,84.5,57.2824173957882,124.8
N00000168,27.4048869057523,11.4562670706944,71.0219095730246,44.0969174783216,105.3,84.5,57.2824173957882,124.8
N00000169,34.0096740062926,19.0326579023751,76.5915751408553,48.9701057321922,111.8,91,63.0772787396216,131.3
N00000170,37.8526650536016,23.2922777214499,78.7972860024428,52.5636145854392,114.4,94.9,66.5045880112487,135.2
N00000171,37.8526650536016,23.2922777214499,79.8956428122916,52.5636145854392,115.7,94.9,66.5045880112487,135.2
N00000172,40.372699739972,26.0482389454077,82.0836428572488,54.9328533660975,118.3,97.5,68.7704488886652,137.8
