from_postcode,BT126BA,BT161RH,BT358DR,BT412RL,BT476SB,BT521HS,BT635QQ,BT746DN
N00000917,11.4562670706944,21.8906326516112,57.2824173957882,27.4048869057523,88.4,71.0219095730246,44.0969174783216,110.5
N00000918,11.4562670706944,21.8906326516112,57.2824173957882,27.4048869057523,88.4,71.0219095730246,44.0969174783216,110.5
N00000919,9.83402616304834,20.4713346082219,57.2824173957882,28.7486181479082,89.7,71.0219095730246,42.8625469209214,109.2
N00000920,11.4562670706944,21.8906326516112,57.2824173957882,27.4048869057523,88.4,69.8979386453122,44.0969174783216,110.5
N00000921,11.4562670706944,21.8906326516112,58.4501735056364,26.0482389454077,87.1,68.7704488886652,44.0969174783216,110.5
N00000922,11.4562670706944,23.2922777214499,58.4501735056364,27.4048869057523,88.4,69.8979386453122,44.0969174783216,110.5
N00000923,11.4562670706944,21.8906326516112,57.2824173957882,27.4048869057523,88.4,69.8979386453122,42.8625469209214,110.5
N00000924,11.4562670706944,23.2922777214499,58.4501735056364,27.4048869057523,88.4,71.0219095730246,44.0969174783216,110.5
N00000925,11.4562670706944,21.8906326516112,57.2824173957882,27.4048869057523,89.7,71.0219095730246,44.0969174783216,110.5
N00000926,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,69.8979386453122,36.5804618603731,102.7
N00000927,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,89.7,71.0219095730246,36.5804618603731,102.7
N00000928,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,71.0219095730246,36.5804618603731,102.7
N00000929,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,71.0219095730246,36.5804618603731,102.7
N00000930,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,102.7
N00000931,2.554855,19.0326579023751,52.5636145854392,27.4048869057523,88.4,71.0219095730246,37.8526650536016,104
N00000932,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,69.8979386453122,36.5804618603731,102.7
N00000933,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,69.8979386453122,37.8526650536016,104
N00000934,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,69.8979386453122,36.5804618603731,102.7
N00000935,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,69.8979386453122,36.5804618603731,102.7
N00000936,4.56529960917879,19.0326579023751,52.5636145854392,27.4048869057523,89.7,71.0219095730246,37.8526650536016,105.3
N00000937,4.56529960917879,19.0326579023751,52.5636145854392,27.4048869057523,89.7,71.0219095730246,37.8526650536016,104
N00000938,2.554855,19.0326579023751,52.5636145854392,27.4048869057523,88.4,71.0219095730246,37.8526650536016,104
N00000939,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,71.0219095730246,37.8526650536016,104
N00000940,4.56529960917879,19.0326579023751,51.3712344516913,27.4048869057523,88.4,71.0219095730246,37.8526650536016,104
N00000941,13.034936869946,21.8906326516112,58.4501735056364,23.2922777214499,84.5,66.5045880112487,45.3246173009173,111.8
N00000942,13.034936869946,21.8906326516112,59.6134188979342,21.8906326516112,83.2,66.5045880112487,45.3246173009173,111.8
N00000943,13.034936869946,21.8906326516112,58.4501735056364,21.8906326516112,84.5,66.5045880112487,45.3246173009173,111.8
N00000944,13.034936869946,21.8906326516112,58.4501735056364,23.2922777214499,84.5,66.5045880112487,45.3246173009173,111.8
N00000945,13.034936869946,21.8906326516112,58.4501735056364,23.2922777214499,84.5,66.5045880112487,45.3246173009173,111.8
N00000946,11.4562670706944,20.4713346082219,57.2824173957882,20.4713346082219,83.2,65.3660455230301,42.8625469209214,110.5
N00000947,11.4562670706944,20.4713346082219,57.2824173957882,21.8906326516112,83.2,65.3660455230301,44.0969174783216,110.5
N00000948,11.4562670706944,20.4713346082219,57.2824173957882,21.8906326516112,83.2,65.3660455230301,44.0969174783216,110.5
N00000949,11.4562670706944,20.4713346082219,57.2824173957882,20.4713346082219,83.2,65.3660455230301,42.8625469209214,110.5
N00000950,9.83402616304834,19.0326579023751,57.2824173957882,20.4713346082219,82.0836428572488,65.3660455230301,42.8625469209214,109.2
N00000951,11.4562670706944,20.4713346082219,57.2824173957882,21.8906326516112,83.2,65.3660455230301,44.0969174783216,110.5
N00000952,11.4562670706944,20.4713346082219,58.4501735056364,21.8906326516112,83.2,66.5045880112487,44.0969174783216,110.5
N00000953,11.4562670706944,20.4713346082219,57.2824173957882,21.8906326516112,83.2,65.3660455230301,44.0969174783216,110.5
N00000954,11.4562670706944,20.4713346082219,58.4501735056364,21.8906326516112,83.2,66.5045880112487,44.0969174783216,110.5
N00000955,13.034936869946,21.8906326516112,58.4501735056364,23.2922777214499,84.5,66.5045880112487,45.3246173009173,111.8
N00000956,11.4562670706944,20.4713346082219,58.4501735056364,21.8906326516112,84.5,66.5045880112487,44.0969174783216,110.5
N00000957,14.5772411907136,9.83402616304834,59.6134188979342,31.4005615242259,92.3,73.2596001590327,46.5458959812848,113.1
N00000958,13.034936869946,9.83402616304834,59.6134188979342,30.0802640216665,92.3,73.2596001590327,45.3246173009173,111.8
N00000959,13.034936869946,11.4562670706944,58.4501735056364,30.0802640216665,91,73.2596001590327,45.3246173009173,111.8
N00000960,13.034936869946,9.83402616304834,59.6134188979342,30.0802640216665,92.3,73.2596001590327,45.3246173009173,111.8
N00000961,13.034936869946,9.83402616304834,58.4501735056364,30.0802640216665,91,73.2596001590327,45.3246173009173,111.8
N00000962,14.5772411907136,13.034936869946,59.6134188979342,31.4005615242259,92.3,73.2596001590327,46.5458959812848,113.1
N00000963,16.0884404323873,9.83402616304834,61.9268585241596,32.7101681851292,94.9,75.4841013054998,47.7609862792756,114.4
N00000964,13.034936869946,11.4562670706944,58.4501735056364,30.0802640216665,91,72.142438746773,45.3246173009173,111.8
N00000965,14.5772411907136,13.034936869946,59.6134188979342,31.4005615242259,92.3,73.2596001590327,45.3246173009173,113.1
N00000966,14.5772411907136,9.83402616304834,59.6134188979342,31.4005615242259,92.3,73.2596001590327,45.3246173009173,113.1
N00000967,13.034936869946,9.83402616304834,58.4501735056364,30.0802640216665,91,72.142438746773,44.0969174783216,111.8
N00000968,13.034936869946,11.4562670706944,58.4501735056364,30.0802640216665,91,72.142438746773,45.3246173009173,111.8
N00000969,13.034936869946,11.4562670706944,58.4501735056364,30.0802640216665,91,72.142438746773,45.3246173009173,111.8
N00000970,13.034936869946,11.4562670706944,58.4501735056364,30.0802640216665,91,73.2596001590327,45.3246173009173,111.8
N00000971,13.034936869946,11.4562670706944,58.4501735056364,30.0802640216665,91,72.142438746773,45.3246173009173,111.8
N00000972,13.034936869946,11.4562670706944,58.4501735056364,30.0802640216665,91,73.2596001590327,45.3246173009173,111.8
N00000973,13.034936869946,11.4562670706944,58.4501735056364,30.0802640216665,91,72.142438746773,45.3246173009173,111.8
N00000974,13.034936869946,11.4562670706944,58.4501735056364,30.0802640216665,91,72.142438746773,45.3246173009173,111.8
N00000975,2.554855,19.0326579023751,50.1734580681615,27.4048869057523,89.7,71.0219095730246,36.5804618603731,102.7
N00000976,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,104
N00000977,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,102.7
N00000978,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,102.7
N00000979,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,72.142438746773,37.8526650536016,104
N00000980,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,102.7
N00000981,6.41121146749091,21.8906326516112,52.5636145854392,30.0802640216665,91,72.142438746773,37.8526650536016,104
N00000982,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,102.7
N00000983,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,102.7
N00000984,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,104
N00000985,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,91,72.142438746773,37.8526650536016,104
N00000986,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,102.7
N00000987,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,104
N00000988,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,102.7
N00000989,2.554855,19.0326579023751,50.1734580681615,27.4048869057523,89.7,71.0219095730246,36.5804618603731,102.7
N00000990,4.56529960917879,20.4713346082219,51.3712344516913,28.7486181479082,89.7,71.0219095730246,36.5804618603731,102.7
N00000991,9.83402616304834,11.4562670706944,57.2824173957882,27.4048869057523,88.4,71.0219095730246,42.8625469209214,109.2
N00000992,11.4562670706944,11.4562670706944,57.2824173957882,28.7486181479082,89.7,71.0219095730246,42.8625469209214,110.5
N00000993,9.83402616304834,11.4562670706944,57.2824173957882,28.7486181479082,89.7,71.0219095730246,42.8625469209214,109.2
N00000994,9.83402616304834,11.4562670706944,57.2824173957882,28.7486181479082,89.7,71.0219095730246,42.8625469209214,109.2
N00000995,11.4562670706944,11.4562670706944,58.4501735056364,28.7486181479082,91,72.142438746773,44.0969174783216,110.5
N00000996,11.4562670706944,9.83402616304834,58.4501735056364,28.7486181479082,91,72.142438746773,44.0969174783216,110.5
N00000997,11.4562670706944,9.83402616304834,57.2824173957882,28.7486181479082,89.7,71.0219095730246,44.0969174783216,110.5
N00000998,11.4562670706944,11.4562670706944,57.2824173957882,28.7486181479082,89.7,72.142438746773,44.0969174783216,110.5
N00000999,11.4562670706944,11.4562670706944,57.2824173957882,28.7486181479082,89.7,71.0219095730246,44.0969174783216,110.5
N00001000,11.4562670706944,11.4562670706944,58.4501735056364,28.7486181479082,91,72.142438746773,44.0969174783216,110.5
N00001001,11.4562670706944,11.4562670706944,57.2824173957882,28.7486181479082,89.7,71.0219095730246,44.0969174783216,110.5
N00001002,11.4562670706944,11.4562670706944,57.2824173957882,28.7486181479082,89.7,72.142438746773,42.8625469209214,109.2
N00001003,11.4562670706944,11.4562670706944,58.4501735056364,28.7486181479082,91,72.142438746773,44.0969174783216,110.5
N00001004,11.4562670706944,11.4562670706944,57.2824173957882,28.7486181479082,89.7,71.0219095730246,44.0969174783216,110.5
N00001005,11.4562670706944,11.4562670706944,57.2824173957882,28.7486181479082,89.7,72.142438746773,42.8625469209214,109.2
N00001006,6.41121146749091,19.0326579023751,52.5636145854392,28.7486181479082,89.7,71.0219095730246,37.8526650536016,105.3
N00001007,8.15778606675056,19.0326579023751,52.5636145854392,28.7486181479082,89.7,72.142438746773,37.8526650536016,104
N00001008,6.41121146749091,19.0326579023751,53.7507676882285,28.7486181479082,89.7,71.0219095730246,40.372699739972,106.6
N00001009,6.41121146749091,19.0326579023751,52.5636145854392,28.7486181479082,89.7,71.0219095730246,37.8526650536016,104
N00001010,6.41121146749091,17.5725337832552,54.9328533660975,28.7486181479082,89.7,71.0219095730246,40.372699739972,106.6
N00001011,8.15778606675056,19.0326579023751,54.9328533660975,28.7486181479082,89.7,71.0219095730246,40.372699739972,106.6
N00001012,8.15778606675056,19.0326579023751,54.9328533660975,28.7486181479082,91,72.142438746773,40.372699739972,106.6
N00001013,8.15778606675056,17.5725337832552,54.9328533660975,28.7486181479082,89.7,71.0219095730246,40.372699739972,106.6
N00001014,6.41121146749091,19.0326579023751,54.9328533660975,28.7486181479082,89.7,71.0219095730246,40.372699739972,106.6
N00001015,8.15778606675056,20.4713346082219,54.9328533660975,28.7486181479082,89.7,72.142438746773,40.372699739972,106.6
N00001016,6.41121146749091,17.5725337832552,54.9328533660975,28.7486181479082,89.7,71.0219095730246,40.372699739972,106.6
N00001017,6.41121146749091,19.0326579023751,53.7507676882285,28.7486181479082,89.7,71.0219095730246,40.372699739972,106.6
N00001018,6.41121146749091,19.0326579023751,53.7507676882285,28.7486181479082,89.7,71.0219095730246,40.372699739972,106.6
N00001019,8.15778606675056,17.5725337832552,54.9328533660975,28.7486181479082,89.7,71.0219095730246,40.372699739972,106.6
N00001020,6.41121146749091,17.5725337832552,53.7507676882285,27.4048869057523,89.7,71.0219095730246,40.372699739972,106.6
N00001021,6.41121146749091,19.0326579023751,53.7507676882285,28.7486181479082,89.7,71.0219095730246,40.372699739972,106.6
N00001022,6.41121146749091,19.0326579023751,53.7507676882285,27.4048869057523,88.4,71.0219095730246,39.1166217609521,105.3
N00001023,4.56529960917879,17.5725337832552,52.5636145854392,27.4048869057523,88.4,69.8979386453122,39.1166217609521,105.3
N00001024,6.41121146749091,17.5725337832552,53.7507676882285,27.4048869057523,88.4,71.0219095730246,39.1166217609521,105.3
N00001025,6.41121146749091,17.5725337832552,53.7507676882285,27.4048869057523,88.4,71.0219095730246,39.1166217609521,105.3
N00001026,6.41121146749091,17.5725337832552,53.7507676882285,27.4048869057523,88.4,71.0219095730246,39.1166217609521,105.3
N00001027,6.41121146749091,17.5725337832552,53.7507676882285,27.4048869057523,89.7,71.0219095730246,40.372699739972,106.6
N00001028,6.41121146749091,17.5725337832552,53.7507676882285,27.4048869057523,89.7,71.0219095730246,40.372699739972,106.6
N00001029,6.41121146749091,17.5725337832552,53.7507676882285,27.4048869057523,89.7,71.0219095730246,40.372699739972,106.6
N00001030,6.41121146749091,17.5725337832552,53.7507676882285,27.4048869057523,89.7,71.0219095730246,40.372699739972,106.6
N00001031,6.41121146749091,17.5725337832552,53.7507676882285,27.4048869057523,89.7,71.0219095730246,40.372699739972,106.6
N00001032,9.83402616304834,19.0326579023751,56.1100223905244,21.8906326516112,84.5,66.5045880112487,42.8625469209214,109.2
N00001033,8.15778606675056,17.5725337832552,56.1100223905244,23.2922777214499,84.5,66.5045880112487,41.6212373612667,107.9
N00001034,9.83402616304834,19.0326579023751,56.1100223905244,23.2922777214499,84.5,67.6393599541199,42.8625469209214,109.2
N00001035,9.83402616304834,19.0326579023751,56.1100223905244,23.2922777214499,84.5,67.6393599541199,42.8625469209214,109.2
N00001036,9.83402616304834,19.0326579023751,56.1100223905244,23.2922777214499,84.5,66.5045880112487,42.8625469209214,109.2
N00001037,11.4562670706944,20.4713346082219,58.4501735056364,23.2922777214499,85.8,67.6393599541199,44.0969174783216,110.5
N00001038,9.83402616304834,19.0326579023751,57.2824173957882,24.6777297765005,85.8,67.6393599541199,42.8625469209214,109.2
N00001039,13.034936869946,21.8906326516112,58.4501735056364,23.2922777214499,84.5,66.5045880112487,45.3246173009173,111.8
N00001040,11.4562670706944,20.4713346082219,57.2824173957882,23.2922777214499,84.5,66.5045880112487,44.0969174783216,110.5
N00001041,11.4562670706944,20.4713346082219,57.2824173957882,21.8906326516112,83.2,65.3660455230301,44.0969174783216,110.5
N00001042,11.4562670706944,20.4713346082219,57.2824173957882,23.2922777214499,84.5,66.5045880112487,44.0969174783216,110.5
N00001043,11.4562670706944,19.0326579023751,57.2824173957882,21.8906326516112,83.2,66.5045880112487,42.8625469209214,109.2
N00001044,11.4562670706944,19.0326579023751,57.2824173957882,23.2922777214499,84.5,66.5045880112487,42.8625469209214,110.5
N00001045,9.83402616304834,19.0326579023751,57.2824173957882,23.2922777214499,84.5,66.5045880112487,42.8625469209214,109.2
N00001046,13.034936869946,23.2922777214499,58.4501735056364,26.0482389454077,87.1,68.7704488886652,44.0969174783216,111.8
N00001047,11.4562670706944,23.2922777214499,58.4501735056364,26.0482389454077,87.1,69.8979386453122,44.0969174783216,110.5
N00001048,9.83402616304834,21.8906326516112,57.2824173957882,26.0482389454077,87.1,68.7704488886652,42.8625469209214,109.2
N00001049,11.4562670706944,23.2922777214499,58.4501735056364,27.4048869057523,88.4,69.8979386453122,44.0969174783216,110.5
N00001050,11.4562670706944,21.8906326516112,57.2824173957882,26.0482389454077,88.4,69.8979386453122,44.0969174783216,110.5
N00001051,11.4562670706944,21.8906326516112,57.2824173957882,24.6777297765005,85.8,68.7704488886652,44.0969174783216,110.5
N00001052,11.4562670706944,21.8906326516112,57.2824173957882,26.0482389454077,87.1,68.7704488886652,42.8625469209214,110.5
N00001053,11.4562670706944,23.2922777214499,58.4501735056364,23.2922777214499,85.8,67.6393599541199,44.0969174783216,110.5
N00001054,11.4562670706944,21.8906326516112,57.2824173957882,24.6777297765005,85.8,67.6393599541199,44.0969174783216,110.5
N00001055,13.034936869946,23.2922777214499,58.4501735056364,26.0482389454077,87.1,68.7704488886652,44.0969174783216,111.8
N00001056,13.034936869946,23.2922777214499,58.4501735056364,24.6777297765005,85.8,68.7704488886652,45.3246173009173,111.8
N00001057,13.034936869946,23.2922777214499,58.4501735056364,27.4048869057523,88.4,69.8979386453122,45.3246173009173,111.8
N00001058,11.4562670706944,21.8906326516112,58.4501735056364,24.6777297765005,85.8,67.6393599541199,44.0969174783216,110.5
N00001059,13.034936869946,23.2922777214499,58.4501735056364,26.0482389454077,87.1,69.8979386453122,45.3246173009173,111.8
N00001060,13.034936869946,23.2922777214499,58.4501735056364,27.4048869057523,88.4,69.8979386453122,45.3246173009173,111.8
N00001061,14.5772411907136,8.15778606675056,60.7722753147343,31.4005615242259,93.6,74.3734648968056,46.5458959812848,113.1
N00001062,16.0884404323873,8.15778606675056,60.7722753147343,32.7101681851292,93.6,74.3734648968056,46.5458959812848,114.4
N00001063,16.0884404323873,8.15778606675056,60.7722753147343,32.7101681851292,93.6,74.3734648968056,46.5458959812848,113.1
N00001064,16.0884404323873,9.83402616304834,60.7722753147343,32.7101681851292,93.6,74.3734648968056,46.5458959812848,114.4
N00001065,14.5772411907136,9.83402616304834,59.6134188979342,31.4005615242259,92.3,73.2596001590327,46.5458959812848,113.1
N00001066,16.0884404323873,6.41121146749091,61.9268585241596,34.0096740062926,94.9,75.4841013054998,47.7609862792756,114.4
N00001067,14.5772411907136,8.15778606675056,60.7722753147343,32.7101681851292,93.6,74.3734648968056,46.5458959812848,113.1
N00001068,14.5772411907136,8.15778606675056,60.7722753147343,31.4005615242259,93.6,74.3734648968056,46.5458959812848,113.1
N00001069,16.0884404323873,4.56529960917879,60.7722753147343,32.7101681851292,93.6,74.3734648968056,47.7609862792756,114.4
N00001070,16.0884404323873,6.41121146749091,60.7722753147343,32.7101681851292,93.6,74.3734648968056,46.5458959812848,114.4
N00001071,16.0884404323873,6.41121146749091,61.9268585241596,32.7101681851292,94.9,75.4841013054998,47.7609862792756,114.4
N00001072,17.5725337832552,4.56529960917879,61.9268585241596,34.0096740062926,94.9,76.5915751408553,48.9701057321922,115.7
N00001073,19.0326579023751,2.554855,63.0772787396216,35.2996111471651,96.2,76.5915751408553,48.9701057321922,115.7
N00001074,17.5725337832552,4.56529960917879,61.9268585241596,34.0096740062926,94.9,75.4841013054998,48.9701057321922,115.7
N00001075,17.5725337832552,4.56529960917879,61.9268585241596,34.0096740062926,94.9,75.4841013054998,48.9701057321922,115.7
N00001076,17.5725337832552,2.554855,63.0772787396216,35.2996111471651,96.2,76.5915751408553,48.9701057321922,115.7
N00001077,17.5725337832552,2.554855,63.0772787396216,34.0096740062926,96.2,76.5915751408553,48.9701057321922,115.7
N00001078,17.5725337832552,4.56529960917879,61.9268585241596,34.0096740062926,94.9,75.4841013054998,47.7609862792756,115.7
N00001079,8.15778606675056,20.4713346082219,56.1100223905244,26.0482389454077,87.1,68.7704488886652,41.6212373612667,107.9
N00001080,8.15778606675056,20.4713346082219,56.1100223905244,24.6777297765005,87.1,68.7704488886652,41.6212373612667,107.9
N00001081,8.15778606675056,19.0326579023751,54.9328533660975,27.4048869057523,88.4,69.8979386453122,41.6212373612667,107.9
N00001082,8.15778606675056,19.0326579023751,56.1100223905244,26.0482389454077,88.4,69.8979386453122,41.6212373612667,107.9
N00001083,9.83402616304834,20.4713346082219,57.2824173957882,24.6777297765005,87.1,68.7704488886652,42.8625469209214,109.2
N00001084,9.83402616304834,20.4713346082219,56.1100223905244,26.0482389454077,87.1,68.7704488886652,42.8625469209214,109.2
N00001085,9.83402616304834,20.4713346082219,56.1100223905244,26.0482389454077,88.4,69.8979386453122,42.8625469209214,109.2
N00001086,9.83402616304834,20.4713346082219,56.1100223905244,26.0482389454077,87.1,68.7704488886652,42.8625469209214,109.2
N00001087,9.83402616304834,21.8906326516112,57.2824173957882,26.0482389454077,87.1,68.7704488886652,42.8625469209214,109.2
N00001088,11.4562670706944,21.8906326516112,57.2824173957882,26.0482389454077,87.1,68.7704488886652,42.8625469209214,110.5
N00001089,9.83402616304834,20.4713346082219,56.1100223905244,27.4048869057523,88.4,69.8979386453122,42.8625469209214,109.2
N00001090,9.83402616304834,20.4713346082219,56.1100223905244,26.0482389454077,88.4,69.8979386453122,42.8625469209214,109.2
N00001091,8.15778606675056,19.0326579023751,56.1100223905244,27.4048869057523,89.7,71.0219095730246,41.6212373612667,107.9
N00001092,8.15778606675056,19.0326579023751,54.9328533660975,27.4048869057523,88.4,71.0219095730246,41.6212373612667,107.9
N00001093,8.15778606675056,19.0326579023751,54.9328533660975,27.4048869057523,88.4,69.8979386453122,40.372699739972,107.9
N00001094,8.15778606675056,19.0326579023751,54.9328533660975,27.4048869057523,88.4,69.8979386453122,40.372699739972,107.9
N00001095,8.15778606675056,19.0326579023751,54.9328533660975,27.4048869057523,88.4,69.8979386453122,41.6212373612667,107.9
N00001096,8.15778606675056,20.4713346082219,56.1100223905244,27.4048869057523,88.4,69.8979386453122,41.6212373612667,107.9
N00001097,8.15778606675056,19.0326579023751,56.1100223905244,27.4048869057523,89.7,71.0219095730246,41.6212373612667,107.9
N00001098,8.15778606675056,20.4713346082219,56.1100223905244,28.7486181479082,89.7,71.0219095730246,41.6212373612667,107.9
N00001099,9.83402616304834,20.4713346082219,56.1100223905244,28.7486181479082,89.7,71.0219095730246,42.8625469209214,109.2
N00001100,9.83402616304834,20.4713346082219,56.1100223905244,28.7486181479082,89.7,71.0219095730246,42.8625469209214,109.2
N00001101,9.83402616304834,20.4713346082219,56.1100223905244,28.7486181479082,89.7,71.0219095730246,42.8625469209214,109.2
N00001102,9.83402616304834,20.4713346082219,56.1100223905244,28.7486181479082,89.7,71.0219095730246,42.8625469209214,109.2
N00001103,9.83402616304834,20.4713346082219,56.1100223905244,28.7486181479082,89.7,71.0219095730246,41.6212373612667,109.2
N00001104,9.83402616304834,20.4713346082219,56.1100223905244,28.7486181479082,89.7,71.0219095730246,42.8625469209214,109.2
N00001105,8.15778606675056,20.4713346082219,56.1100223905244,28.7486181479082,89.7,71.0219095730246,41.6212373612667,107.9
N00001106,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,69.8979386453122,37.8526650536016,104
N00001107,2.554855,19.0326579023751,52.5636145854392,27.4048869057523,88.4,69.8979386453122,37.8526650536016,104
N00001108,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,69.8979386453122,37.8526650536016,104
N00001109,4.56529960917879,19.0326579023751,52.5636145854392,27.4048869057523,89.7,71.0219095730246,39.1166217609521,105.3
N00001110,2.554855,19.0326579023751,52.5636145854392,27.4048869057523,88.4,69.8979386453122,37.8526650536016,104
N00001111,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,69.8979386453122,37.8526650536016,104
N00001112,2.554855,19.0326579023751,52.5636145854392,27.4048869057523,88.4,69.8979386453122,37.8526650536016,104
N00001113,2.554855,17.5725337832552,51.3712344516913,26.0482389454077,88.4,69.8979386453122,37.8526650536016,104
N00001114,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,69.8979386453122,37.8526650536016,104
N00001115,2.554855,19.0326579023751,51.3712344516913,27.4048869057523,88.4,69.8979386453122,37.8526650536016,104
N00001116,2.554855,17.5725337832552,51.3712344516913,26.0482389454077,88.4,69.8979386453122,37.8526650536016,104
N00001117,4.56529960917879,17.5725337832552,53.7507676882285,26.0482389454077,88.4,69.8979386453122,40.372699739972,106.6
N00001118,4.56529960917879,19.0326579023751,53.7507676882285,27.4048869057523,88.4,69.8979386453122,40.372699739972,106.6
N00001119,4.56529960917879,17.5725337832552,53.7507676882285,26.0482389454077,87.1,69.8979386453122,39.1166217609521,105.3
N00001120,4.56529960917879,17.5725337832552,53.7507676882285,26.0482389454077,88.4,69.8979386453122,39.1166217609521,105.3
N00001121,4.56529960917879,17.5725337832552,53.7507676882285,26.0482389454077,87.1,68.7704488886652,40.372699739972,106.6
N00001122,4.56529960917879,19.0326579023751,53.7507676882285,27.4048869057523,88.4,69.8979386453122,39.1166217609521,105.3
N00001123,4.56529960917879,17.5725337832552,53.7507676882285,26.0482389454077,87.1,69.8979386453122,40.372699739972,106.6
N00001124,6.41121146749091,17.5725337832552,53.7507676882285,26.0482389454077,87.1,68.7704488886652,40.372699739972,106.6
N00001125,6.41121146749091,17.5725337832552,53.7507676882285,26.0482389454077,87.1,69.8979386453122,40.372699739972,106.6
N00001126,6.41121146749091,17.5725337832552,53.7507676882285,26.0482389454077,87.1,68.7704488886652,40.372699739972,106.6
N00001127,6.41121146749091,17.5725337832552,53.7507676882285,26.0482389454077,87.1,68.7704488886652,39.1166217609521,106.6
N00001128,6.41121146749091,17.5725337832552,53.7507676882285,26.0482389454077,87.1,68.7704488886652,40.372699739972,106.6
N00001129,6.41121146749091,17.5725337832552,54.9328533660975,26.0482389454077,88.4,69.8979386453122,40.372699739972,106.6
N00001130,8.15778606675056,17.5725337832552,54.9328533660975,24.6777297765005,85.8,68.7704488886652,41.6212373612667,107.9
N00001131,6.41121146749091,16.0884404323873,53.7507676882285,24.6777297765005,85.8,67.6393599541199,39.1166217609521,106.6
N00001132,8.15778606675056,17.5725337832552,54.9328533660975,24.6777297765005,87.1,68.7704488886652,41.6212373612667,107.9
N00001133,9.83402616304834,17.5725337832552,56.1100223905244,23.2922777214499,84.5,66.5045880112487,41.6212373612667,109.2
N00001134,8.15778606675056,17.5725337832552,56.1100223905244,23.2922777214499,85.8,67.6393599541199,41.6212373612667,107.9
N00001135,8.15778606675056,17.5725337832552,54.9328533660975,24.6777297765005,85.8,67.6393599541199,41.6212373612667,107.9
N00001136,8.15778606675056,17.5725337832552,54.9328533660975,24.6777297765005,85.8,67.6393599541199,41.6212373612667,107.9
N00001137,8.15778606675056,17.5725337832552,56.1100223905244,26.0482389454077,87.1,68.7704488886652,41.6212373612667,107.9
N00001138,8.15778606675056,16.0884404323873,54.9328533660975,24.6777297765005,87.1,68.7704488886652,40.372699739972,107.9
N00001139,8.15778606675056,19.0326579023751,56.1100223905244,26.0482389454077,87.1,68.7704488886652,41.6212373612667,107.9
N00001140,9.83402616304834,19.0326579023751,56.1100223905244,24.6777297765005,87.1,68.7704488886652,42.8625469209214,109.2
N00001141,8.15778606675056,17.5725337832552,54.9328533660975,24.6777297765005,85.8,67.6393599541199,41.6212373612667,107.9
N00001142,8.15778606675056,17.5725337832552,54.9328533660975,24.6777297765005,85.8,67.6393599541199,41.6212373612667,107.9
N00001143,8.15778606675056,17.5725337832552,54.9328533660975,26.0482389454077,87.1,68.7704488886652,41.6212373612667,107.9
N00001144,8.15778606675056,17.5725337832552,54.9328533660975,26.0482389454077,87.1,68.7704488886652,40.372699739972,106.6
N00001145,1,17.5725337832552,51.3712344516913,26.0482389454077,88.4,69.8979386453122,37.8526650536016,104
N00001146,2.554855,19.0326579023751,52.5636145854392,27.4048869057523,88.4,69.8979386453122,39.1166217609521,105.3
N00001147,2.554855,20.4713346082219,52.5636145854392,28.7486181479082,91,72.142438746773,37.8526650536016,104
N00001148,2.554855,19.0326579023751,52.5636145854392,27.4048869057523,88.4,69.8979386453122,37.8526650536016,104
