property,,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency
subtype,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,
Cotswold 007C,E01022199,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.684792889255142,0.0,4.333333333,0.0005567690264679429
Cotswold 007D,E01022200,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,216.0,0.0,276.0,0.0,-0.5044035961485275,0.016581060205240188,0.0989383144887353,0.002519505298320849,0.4963787313898921,0.17199780736022804,3.0,0.00038545547989207247
Cotswold 008B,E01022192,30.0,,60.0,,80.0,,107.3,,,,,,,,,,,,,,0.666666667,8.565677335217782e-05
Cotswold 008C,E01022193,30.0,,60.0,,80.0,,107.3,,137.3,,217.1,,277.1,,-0.488845106473085,,0.10012178917974557,,0.37007451609457687,,1.333333333,0.00017131354657587048
Cotswold 008D,E01022198,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,,,,,-0.5249903715802715,0.0,0.09659765855945968,0.0,0.6852473833807909,0.0,3.333333333,0.0004282838665039188
Cotswold 008E,E01022225,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,216.0,0.0,276.0,0.0,-0.5023854137703583,0.017477972089645986,0.09924497890776733,0.002655791773185298,0.4754438249604198,0.18130160793773117,4.666666667,0.0005995974132082745
Cotswold 009B,E01022203,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,0.0,,,,,-0.5155121201643273,0.0,0.09495649435213915,0.0,0.6834687140855377,0.0,3.333333333,0.0004282838665039188
Cotswold 009C,E01022204,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,138.4,0.0,218.2,0.0,278.2,0.0,-0.5015580154552423,0.018659713260582942,0.09740209988098925,0.0023826813936266714,0.5266315583730926,0.1815781392312946,3.0,0.00038545547989207247
Cotswold 009D,E01022208,30.0,0.0,60.0,0.0,80.0,0.0,104.1,0.0,134.1,0.0,213.9,,273.9,,-0.513039502046195,0.02001508036096926,0.09950549329607158,0.003573626022113679,0.5288787104991719,0.2217225826073101,2.0,0.00025697031992804833
Cotswold 009E,E01022209,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,,,,,-0.529613409419682,0.0,0.09739721301195137,0.0,0.6861140689385011,0.0,1.333333333,0.00017131354657587048
Cotswold 009F,E01022210,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,,212.8,,272.8,,-0.5023434217619993,,0.10268976185142764,,0.37279349555889874,,2.666666667,0.0003426270932802261
Cotswold 010A,E01022221,30.0,0.0,60.0,0.0,80.0,0.0,109.40000000000002,0.0,139.4,0.0,219.2,0.0,279.2,0.0,-0.4933486344407125,0.01919414167306422,0.09756499238089693,0.002259025558625862,0.47365598417708915,0.1817031541380795,2.0,0.00025697031992804833
Cotswold 010B,E01022223,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,212.8,,272.8,,-0.5159784155908407,0.019282793195620918,0.1000434874316895,0.0037423971741546657,0.5294537822487,0.22155110212197415,1.666666667,0.000214141933316202
Cotswold 010C,E01022224,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,,,,,,,,,,,,,2.666666667,0.0003426270932802261
Cotswold 011A,E01022176,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,,224.6,,284.6,,-0.4653936604489406,,0.0956532439421976,,0.3653518583371406,,2.333333333,0.00029979870653989467
Cotswold 011C,E01022217,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,,,,,,,,,,,,,2.0,0.00025697031992804833
Cotswold 011D,E01022218,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,148.0,,,,,,-0.4965076920478899,,0.09165817167238532,,0.6798952652011181,,1.666666667,0.000214141933316202
Cotswold 011E,E01022219,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,146.9,0.0,226.7,,286.7,,-0.488918581231855,0.02004688070279104,0.09266204886556831,0.001161625133085542,0.6012736681677724,0.15815971336757412,3.666666667,0.00047111225324425026
Cotswold 011F,E01022220,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,,,,,,,,,,,,,2.666666667,0.0003426270932802261
East Devon 001A,E01019902,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,,,,,,-0.5035865144996108,,0.0928879401863435,,0.681227417174132,,4.0,0.0005139406398560967
East Devon 001B,E01019938,30.0,,60.0,,80.0,,111.6,,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,3.0,0.00038545547989207247
East Devon 001C,E01019967,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,0.0,240.7,,300.7,,-0.45951691883316914,0.06232381987978035,0.08949775863458773,0.004794440729400078,0.5182646408136328,0.2304641684909917,1.666666667,0.000214141933316202
East Devon 002A,E01019927,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,,,-0.5201430464894439,0.0,0.09575866086467022,0.0,0.6843380411691161,0.0,4.333333333,0.0005567690264679429
East Devon 002B,E01019932,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,,,-0.5201430464894439,0.0,0.09575866086467022,0.0,0.6843380411691161,0.0,4.666666667,0.0005995974132082745
East Devon 002C,E01019933,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,,,,,,-0.5201430464894439,,0.09575866086467022,,0.6843380411691161,,1.666666667,0.000214141933316202
East Devon 002D,E01019934,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,,,,,,-0.5155121201643273,,0.09495649435213915,,0.6834687140855377,,3.0,0.00038545547989207247
East Devon 003A,E01019928,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.684792889255142,0.0,1.0,0.00012848515996402416
East Devon 003C,E01019930,30.0,,60.0,,80.0,,106.2,,,,,,,,,,,,,,2.333333333,0.00029979870653989467
East Devon 003D,E01019931,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,,,,,,-0.5201430464894439,,0.09575866086467022,,0.6843380411691161,,3.333333333,0.0004282838665039188
East Devon 004D,E01019959,30.0,,60.0,,80.0,,111.6,,,,,,,,,,,,,,0.333333333,4.2828386611846335e-05
East Devon 004E,E01019960,30.0,0.0,60.0,0.0,80.0,0.0,110.5,0.0,140.5,0.0,,,,,-0.5130848698373573,0.0,0.09453580378909943,0.0,0.6830128396978011,0.0,2.0,0.00025697031992804833
East Devon 004F,E01019962,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,,,,,-0.529613409419682,0.0,0.09739721301195137,0.0,0.6861140689385011,0.0,3.0,0.00038545547989207247
East Devon 004G,E01032628,30.0,0.0,60.0,0.0,80.0,0.0,104.09999999999998,0.0,134.1,0.0,,,,,-0.52719230109543,0.0,0.0969785581024103,0.0,0.6856602522029953,0.0,4.333333333,0.0005567690264679429
East Devon 005A,E01019886,30.0,,60.0,,80.0,,121.2,,,,,,,,,,,,,,3.333333333,0.0004282838665039188
East Devon 005B,E01019887,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,148.0,0.0,,,,,-0.4965076920478899,0.0,0.09165817167238532,0.0,0.6798952652011181,0.0,2.333333333,0.00029979870653989467
East Devon 005C,E01019888,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,148.0,0.0,252.5,,312.5,,-0.43784591698740183,0.08296027788342204,0.08540603900887112,0.008841850806497617,0.5139554587578401,0.23467432480965003,5.333333333,0.000685254186431967
East Devon 005D,E01019889,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,,,,,-0.4916359526672578,0.0,0.09081100126388642,0.0,0.6789777042319263,0.0,4.666666667,0.0005995974132082745
East Devon 005E,E01019966,30.0,,60.0,,80.0,,115.9,,145.9,,250.4,,310.4,,-0.3856165105961167,,0.08038870482088173,,0.3493072761280631,,1.0,0.00012848515996402416
East Devon 006A,E01019891,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,131.9,0.0,221.4,,281.4,,-0.5131507278961386,0.03270583856937043,0.09772973599170175,0.00014857731966445758,0.5801662707653794,0.1842923869703397,3.0,0.00038545547989207247
East Devon 006B,E01019892,30.0,,60.0,,80.0,,97.6,,,,,,,,,,,,,,2.333333333,0.00029979870653989467
East Devon 006C,E01019893,30.0,,60.0,,80.0,,95.5,,,,,,,,,,,,,,3.333333333,0.0004282838665039188
East Devon 006D,E01019903,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,,,,,,,,,,,,,3.666666667,0.00047111225324425026
East Devon 007A,E01019899,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,,,,,,-0.4916359526672578,,0.09081100126388642,,0.6789777042319263,,1.666666667,0.000214141933316202
East Devon 007B,E01019900,30.0,,60.0,,80.0,,121.2,,,,,,,,,,,,,,1.666666667,0.000214141933316202
East Devon 007D,E01019936,30.0,,60.0,,80.0,,121.2,,151.2,,,,,,-0.48942017259882986,,0.09042546536292018,,0.6785601730025733,,2.0,0.00025697031992804833
East Devon 008A,E01019939,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,222.5,,282.5,,-0.5007808311857436,0.04077542317661909,0.09715014400350142,0.0003494083425919944,0.5263928536845207,0.2258799088108916,2.333333333,0.00029979870653989467
East Devon 008B,E01019940,30.0,0.0,60.0,0.0,80.0,0.0,105.09999999999998,0.0,135.1,0.0,,,,,-0.5249903715802715,0.0,0.09659765855945968,0.0,0.6852473833807909,0.0,5.0,0.0006424257998201208
East Devon 008C,E01019942,30.0,0.0,60.0,0.0,80.0,0.0,101.90000000000002,0.0,131.9,0.0,221.4,,281.4,,-0.5037093655450894,0.040056308052397675,0.09768684541394987,0.00018196931026415064,0.5269656411519172,0.2257111557784377,3.333333333,0.0004282838665039188
East Devon 008D,E01019943,30.0,0.0,60.0,0.0,80.0,0.0,104.1,0.0,134.1,0.0,223.6,,283.6,,-0.5076327836388335,0.03387807800635563,0.0967351281579707,0.0004216330318530549,0.5791001928559232,0.18456743684668375,4.666666667,0.0005995974132082745
East Devon 008E,E01019944,30.0,,60.0,,80.0,,103.0,,133.0,,,,,,-0.529613409419682,,0.09739721301195137,,0.6861140689385011,,4.666666667,0.0005995974132082745
East Devon 009A,E01019890,30.0,0.0,60.0,0.0,80.0,0.0,119.1,0.0,149.1,,238.6,,298.6,,-0.42193139375544986,,0.08734893432172369,,0.3566057395320297,,2.333333333,0.00029979870653989467
East Devon 009C,E01019951,30.0,0.0,60.0,0.0,80.0,0.0,109.40000000000002,0.0,139.4,0.0,,,,,-0.5155121201643273,0.0,0.09495649435213915,0.0,0.6834687140855377,0.0,5.666666667,0.0007280825731722986
East Devon 010A,E01019946,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,239.69999999999996,0.0,299.7,0.0,-0.43680935925295633,0.036551062276200974,0.08772666823791998,0.0020562220173109547,0.43668629421852245,0.16152760667560254,3.666666667,0.00047111225324425026
East Devon 010B,E01019947,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,239.7,,299.7,,-0.48119279201691467,0.027630005982303495,0.09022350925894042,0.0015543577423258123,0.6328269594674685,0.12210339346717174,6.666666667,0.0008565677331363228
East Devon 010C,E01019948,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,239.7,,299.7,,-0.4550848903910568,0.051691007990147024,0.08875477924657546,0.002907937064131317,0.5174500975563237,0.22843453205830408,4.666666667,0.0005995974132082745
East Devon 010D,E01019949,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,,,,,-0.4916359526672578,0.0,0.09081100126388642,0.0,0.6789777042319263,0.0,3.666666667,0.00047111225324425026
East Devon 010E,E01019950,30.0,,60.0,,80.0,,120.2,,,,,,,,,,,,,,2.0,0.00025697031992804833
East Devon 011A,E01019952,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,0.0,228.9,0.0,288.9,0.0,-0.47317139755805343,0.03666814139162327,0.09371711581422082,0.0010733332987424926,0.46959341934039117,0.18522143849118136,3.333333333,0.0004282838665039188
East Devon 011B,E01019953,30.0,0.0,60.0,0.0,80.0,0.0,108.40000000000002,0.0,138.4,0.0,,,,,-0.5177178011662404,0.0,0.09533863726498404,0.0,0.6838828397193015,0.0,3.0,0.00038545547989207247
East Devon 011C,E01019954,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,,226.8,,286.8,,-0.4585368037811137,,0.09434504887204642,,0.36397139829563513,,5.333333333,0.000685254186431967
East Devon 011D,E01019955,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,0.0,228.9,0.0,288.9,0.0,-0.4774054698186808,0.03478645330878771,0.09384105366801265,0.0010182533737584654,0.49098094881490584,0.17571648513747432,3.666666667,0.00047111225324425026
East Devon 012A,E01019956,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,0.0,228.9,,288.9,,-0.5028099033824451,0.028403020189227156,0.09458468079076365,0.0008314003981919087,0.6193061256619937,0.14347190932738535,7.333333333,0.0009422245063600154
East Devon 012B,E01019957,30.0,0.0,60.0,0.0,80.0,0.0,109.40000000000002,0.0,139.4,0.0,,,,,-0.5155121201643273,0.0,0.09495649435213915,0.0,0.6834687140855377,0.0,5.333333333,0.000685254186431967
East Devon 012C,E01019958,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,138.4,0.0,227.9,,287.9,,-0.4864149803804373,0.044268873695817244,0.09451501696161285,0.001164775003273375,0.5235824226410031,0.2266990238861933,6.333333333,0.0008137393463959913
East Devon 013A,E01019937,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,,,,,,-0.529613409419682,,0.09739721301195137,,0.6861140689385011,,3.0,0.00038545547989207247
East Devon 013C,E01019963,30.0,,60.0,,80.0,,97.6,,127.6,,,,,,-0.5414833481997912,,0.09944733542126116,,0.6883367266385902,,2.666666667,0.0003426270932802261
East Devon 014A,E01019898,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.40000000000002,0.0,213.9,0.0,273.9,0.0,-0.5154261811221365,0.0256228493335083,0.10157435941764166,0.0007096375550487768,0.4779480406202444,0.16398346550374324,5.666666667,0.0007280825731722986
East Devon 014B,E01019964,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,0.0,218.2,0.0,278.2,0.0,-0.5175997893375746,0.029395867626856698,0.09920446799465513,0.000238345580953063,0.5604829077612661,0.17445203608633544,2.0,0.00025697031992804833
East Devon 014C,E01019965,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,,,,,-0.5366505671229076,0.0,0.09861312277405798,0.0,0.6874322385683737,0.0,1.666666667,0.000214141933316202
East Devon 015A,E01019904,30.0,0.0,60.0,0.0,80.0,0.0,104.1,0.0,134.1,0.0,223.6,,283.6,,-0.5125226630029827,0.02933927618489484,0.0967959856440806,0.00036514491665939897,0.6057402076926912,0.15984008902060817,3.333333333,0.0004282838665039188
East Devon 015C,E01019906,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,222.5,,282.5,,-0.5103916905970564,0.033292993609590656,0.0972325003396514,0.00028529071707398597,0.5796332587691808,0.18443017324435954,3.333333333,0.0004282838665039188
East Devon 015D,E01019907,30.0,0.0,60.0,0.0,80.0,0.0,104.09999999999998,0.0,134.1,0.0,223.6,0.0,283.6,0.0,-0.5037208801475141,0.032139566774682035,0.09668644216908277,0.0003999962152253938,0.5577881809865088,0.17509604470044185,5.0,0.0006424257998201208
East Devon 016A,E01019908,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,,,,,,,,,,,,,2.0,0.00025697031992804833
East Devon 016B,E01019909,30.0,0.0,60.0,0.0,80.0,0.0,101.90000000000002,0.0,131.9,0.0,,,,,-0.5320334525982371,0.0,0.09781551714720549,0.0,0.6865675299923037,0.0,4.666666667,0.0005995974132082745
East Devon 016C,E01019910,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,,,,,,-0.529613409419682,,0.09739721301195137,,0.6861140689385011,,4.0,0.0005139406398560967
East Devon 016D,E01019911,30.0,0.0,60.0,0.0,80.0,0.0,101.90000000000002,0.0,131.9,,,,,,-0.5320334525982371,,0.09781551714720549,,0.6865675299923037,,3.333333333,0.0004282838665039188
East Devon 017A,E01019894,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,0.0,228.9,0.0,288.9,0.0,-0.49736609619021,0.030990235710117213,0.09442533212160273,0.0009071322041740122,0.5918078734804748,0.15654068680775818,6.333333333,0.0008137393463959913
East Devon 017B,E01019895,30.0,0.0,60.0,0.0,80.0,0.0,108.40000000000002,0.0,138.4,0.0,227.9,,287.9,,-0.496849253975705,0.03614538401415613,0.09478955706273658,0.0009510348077227894,0.5770158950004359,0.18509897790272975,4.333333333,0.0005567690264679429
East Devon 017C,E01019896,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,226.8,,286.8,,-0.5047414858123613,0.030803121354165075,0.09540525786651427,0.0007068059963118978,0.6042463804507459,0.16018332143674052,6.0,0.0007709109597841449
East Devon 017D,E01019897,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,138.4,0.0,227.9,0.0,287.9,0.0,-0.47598070678516957,0.03614538401415613,0.09424047686048913,0.0009510348077227924,0.4701489502815703,0.18509897790272975,2.666666667,0.0003426270932802261
East Devon 018A,E01019920,30.0,0.0,60.0,0.0,80.0,0.0,104.1,0.0,134.1,0.0,,,,,-0.52719230109543,0.0,0.0969785581024103,0.0,0.6856602522029953,0.0,2.333333333,0.00029979870653989467
East Devon 018B,E01019921,30.0,0.0,60.0,0.0,80.0,0.0,104.09999999999998,0.0,134.1,0.0,223.6,,283.6,,-0.4978530249105352,0.04149200229088825,0.0966134131857509,0.0005163928933713155,0.5258201631823871,0.22604802170386692,2.333333333,0.00029979870653989467
East Devon 018C,E01019922,30.0,0.0,60.0,0.0,80.0,0.0,104.09999999999998,0.0,134.1,,,,,,-0.52719230109543,,0.0969785581024103,,0.6856602522029953,,2.333333333,0.00029979870653989467
East Devon 018E,E01019924,30.0,,60.0,,80.0,,105.1,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
East Devon 019B,E01019917,30.0,0.0,60.0,0.0,80.0,0.0,104.1,0.0,134.1,,,,,,-0.52719230109543,,0.0969785581024103,,0.6856602522029953,,1.666666667,0.000214141933316202
East Devon 019C,E01019918,30.0,,60.0,,80.0,,105.1,,,,,,,,,,,,,,3.666666667,0.00047111225324425026
East Devon 020A,E01019912,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,,,,,-0.5249903715802715,0.0,0.09659765855945968,0.0,0.6852473833807909,0.0,3.666666667,0.00047111225324425026
East Devon 020B,E01019913,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,225.7,,285.7,,-0.5158335412520402,0.020201088900029553,0.09604729735149505,0.00039311209785608547,0.6492227182285254,0.10671051307984977,9.0,0.0011563664396762173
East Devon 020C,E01019914,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,224.6,,284.6,,-0.5130710293540053,0.026652459465014853,0.09640877563600726,0.0004223550566284919,0.6212682783720609,0.1430616279391177,5.0,0.0006424257998201208
East Devon 020D,E01019915,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,,,,,-0.5249903715802715,0.0,0.09659765855945968,0.0,0.6852473833807909,0.0,4.666666667,0.0005995974132082745
East Dorset 001D,E01020397,30.0,,60.0,,80.0,,104.1,,134.1,,,,,,-0.52719230109543,,0.0969785581024103,,0.6856602522029953,,3.0,0.00038545547989207247
Exeter 001C,E01019998,30.0,,60.0,,80.0,,90.1,,,,,,,,,,,,,,1.666666667,0.000214141933316202
Exeter 001D,E01019999,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,120.1,0.0,209.6,,269.6,,-0.5351698993478663,0.032182218905175884,0.10344211792554278,0.0016425686697726218,0.5331157845908612,0.22386098163002377,2.666666667,0.0003426270932802261
Exeter 001E,E01020001,30.0,,60.0,,80.0,,92.2,,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,0.666666667,8.565677335217782e-05
Exeter 002A,E01019990,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,1.666666667,0.000214141933316202
Exeter 002B,E01019991,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,211.7,,271.7,,-0.5295649703945412,0.03360498650677652,0.10241817431897585,0.0013140880221070906,0.5320205471374726,0.2241955544126721,2.333333333,0.00029979870653989467
Exeter 002C,E01019993,30.0,,60.0,,80.0,,93.3,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Exeter 002D,E01020000,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,120.1,,209.6,,269.6,,-0.5124136341263865,,0.10460358937050357,,0.3748221664371942,,2.0,0.00025697031992804833
Exeter 002E,E01020007,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,,,,,,-0.5603335053763068,,0.10269481769217104,,0.6918586494967175,,3.666666667,0.00047111225324425026
Exeter 003A,E01019992,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.09999999999998,0.0,,,,,-0.5579261645693461,0.0,0.102280646480582,0.0,0.6914094027445281,0.0,3.0,0.00038545547989207247
Exeter 003B,E01020002,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,,,-0.5509167558604982,0.0,0.1010737740467148,0.0,0.6901004445073456,0.0,1.333333333,0.00017131354657587048
Exeter 003C,E01020003,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,212.8,,272.8,,-0.5266300888112487,0.03434653392588829,0.10188176794907122,0.0011426759350272096,0.5314469700331221,0.22436989531906049,2.666666667,0.0003426270932802261
Exeter 003D,E01020004,30.0,,60.0,,80.0,,93.3,,123.3,,212.8,,272.8,,-0.5023434217619993,,0.10268976185142764,,0.37279349555889874,,2.666666667,0.0003426270932802261
Exeter 003E,E01020005,30.0,,60.0,,80.0,,92.2,,122.2,,211.7,,271.7,,-0.5058026565539171,,0.10334737487048379,,0.3734903503003945,,2.666666667,0.0003426270932802261
Exeter 004A,E01019997,30.0,,60.0,,80.0,,89.0,,,,,,,,,,,,,,1.666666667,0.000214141933316202
Exeter 004B,E01020019,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,0.0,209.6,0.0,269.6,0.0,-0.5124136341263865,0.0,0.10460358937050357,0.0,0.3748221664371942,0.0,1.666666667,0.000214141933316202
Exeter 004C,E01020020,30.0,,60.0,,80.0,,89.0,,119.0,,,,,,-0.5603335053763068,,0.10269481769217104,,0.6918586494967175,,1.333333333,0.00017131354657587048
Exeter 004D,E01020021,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,3.0,0.00038545547989207247
Exeter 004E,E01020022,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,120.1,,209.6,,269.6,,-0.5124136341263865,,0.10460358937050357,,0.3748221664371942,,1.0,0.00012848515996402416
Exeter 005A,E01019980,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,2.0,0.00025697031992804833
Exeter 005B,E01019982,30.0,,60.0,,80.0,,93.3,,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,1.333333333,0.00017131354657587048
Exeter 005C,E01019983,30.0,,60.0,,80.0,,93.3,,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,3.333333333,0.0004282838665039188
Exeter 005D,E01019984,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745506,0.0,2.0,0.00025697031992804833
Exeter 005E,E01019985,30.0,,60.0,,80.0,,91.2,,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,1.333333333,0.00017131354657587048
Exeter 006A,E01019987,30.0,,60.0,,80.0,,87.9,,,,,,,,,,,,,,3.0,0.00038545547989207247
Exeter 006C,E01020006,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,,,,,,,,,,,,,2.0,0.00025697031992804833
Exeter 006D,E01020008,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,,,,,-0.5603335053763068,0.0,0.10269481769217104,0.0,0.6918586494967175,0.0,1.0,0.00012848515996402416
Exeter 006E,E01020009,30.0,,60.0,,80.0,,87.9,,,,,,,,,,,,,,1.666666667,0.000214141933316202
Exeter 007A,E01019986,30.0,,60.0,,80.0,,87.9,,,,,,,,,,,,,,2.0,0.00025697031992804833
Exeter 007D,E01020039,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,211.7,,271.7,,-0.5414461273148532,0.02376231384062411,0.10195357404322188,0.0009292005515079416,0.6112856455560116,0.15853019683707806,3.0,0.00038545547989207247
Exeter 007E,E01020040,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,120.1,0.0,,,,,-0.5579261645693461,0.0,0.102280646480582,0.0,0.6914094027445281,0.0,3.333333333,0.0004282838665039188
Exeter 008B,E01019995,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,,,,,,,,,,,,,5.0,0.0006424257998201208
Exeter 008C,E01020016,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,2.333333333,0.00029979870653989467
Exeter 008D,E01020017,30.0,,60.0,,80.0,,92.2,,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,1.0,0.00012848515996402416
Exeter 008E,E01020018,30.0,,60.0,,80.0,,91.2,,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,1.666666667,0.000214141933316202
Exeter 009A,E01019996,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,208.5,,268.5,,-0.5492201749899952,0.022226660772623034,0.10333661524609614,0.0012835951078501984,0.6127741228465258,0.1581690533003834,3.666666667,0.00047111225324425026
Exeter 009B,E01020023,30.0,0.0,60.0,0.0,80.0,0.0,87.9,0.0,117.9,,,,,,-0.5627397448207101,,0.10310863485837218,,0.6923075332854607,,3.333333333,0.0004282838665039188
Exeter 009C,E01020024,30.0,,60.0,,80.0,,89.0,,119.0,,,,,,-0.5603335053763068,,0.10269481769217104,,0.6918586494967175,,3.666666667,0.00047111225324425026
Exeter 009D,E01020025,30.0,,60.0,,80.0,,89.0,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
