property,,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency
subtype,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,
Sedgemoor 002D,E01029113,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,204.2,,264.2,,-0.5327867333434982,0.0028850674777258487,0.10143512777421165,0.005545433505399738,0.5840989259588306,0.17826562887588882,5.333333333,0.000685254186431967
Sedgemoor 002E,E01029115,30.0,,60.0,,80.0,,100.8,,130.8,,,,,,-0.5344524278283935,,0.09823347024709594,,0.6870206347775829,,2.333333333,0.00029979870653989467
Sedgemoor 002F,E01029140,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,127.6,0.0,201.0,0.0,261.0,0.0,-0.5405330125322707,0.0010973531069268716,0.10460289657323246,0.005953129237828413,0.5343163034490619,0.1778474655783485,6.333333333,0.0008137393463959913
Sedgemoor 002G,E01032633,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,203.2,,263.2,,-0.5353063300506894,0.0023282869064994794,0.10188815018677756,0.00567251387501117,0.5845857142037599,0.17813540558138136,4.666666667,0.0005995974132082745
Sedgemoor 003A,E01029086,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,,203.2,,263.2,,-0.5326178559062531,,0.10843820501221674,,0.37889266547453265,,2.666666667,0.0003426270932802261
Sedgemoor 003C,E01029148,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,,,-0.5201430464894439,0.0,0.09575866086467022,0.0,0.6843380411691161,0.0,3.333333333,0.0004282838665039188
Sedgemoor 003D,E01029149,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,,,,,,,,,,,,,2.0,0.00025697031992804833
Sedgemoor 004A,E01029114,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,,,,,-0.5344524278283935,0.0,0.09823347024709594,0.0,0.6870206347775829,0.0,6.333333333,0.0008137393463959913
Sedgemoor 004B,E01029116,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,203.2,,263.2,,-0.5346342115145803,0.0028515574478634453,0.10352566389313736,0.006947382276317558,0.5331624520214532,0.2181704243990574,4.666666667,0.0005995974132082745
Sedgemoor 004C,E01029117,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,203.19999999999996,0.0,263.2,0.0,-0.5351383004166621,0.0020871263410401353,0.10229752861336752,0.005084963152694738,0.5717298986581832,0.15968439981468943,8.666666667,0.001113538053064371
Sedgemoor 004D,E01029119,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,204.19999999999996,0.0,264.2,0.0,-0.5307046152373792,0.0024985417273428734,0.10543719968310629,0.004802486290673563,0.4554467899353902,0.1543825632281285,7.333333333,0.0009422245063600154
Sedgemoor 005B,E01029131,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,,,,,-0.5366505671229076,0.0,0.09861312277405798,0.0,0.6874322385683737,0.0,3.333333333,0.0004282838665039188
Sedgemoor 005D,E01029133,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,,,,,-0.5344524278283935,0.0,0.09823347024709594,0.0,0.6870206347775829,0.0,6.333333333,0.0008137393463959913
Sedgemoor 005E,E01029134,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,,202.1,,262.1,,-0.5360990127950895,,0.10909819846709917,,0.379594021191515,,6.666666667,0.0008565677331363228
Sedgemoor 006A,E01029135,30.0,,60.0,,80.0,,103.0,,133.0,,206.4,,266.4,,-0.5225051194869215,,0.1065197487651452,,0.3768552438187181,,2.0,0.00025697031992804833
Sedgemoor 006B,E01029136,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,206.4,,266.4,,-0.5284286944308886,0.0029019472131709923,0.09891763563748368,0.0037242596259368507,0.6345709314185373,0.12625438666601418,6.333333333,0.0008137393463959913
Sedgemoor 006C,E01029145,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,,,,,-0.529613409419682,0.0,0.09739721301195137,0.0,0.6861140689385011,0.0,4.333333333,0.0005567690264679429
Sedgemoor 006D,E01029152,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,209.6,0.0,269.6,0.0,-0.5174904358392183,0.0058621856710515535,0.10039096204397532,0.0048643230419333095,0.5298075278461681,0.17896168025984507,6.0,0.0007709109597841449
Sedgemoor 007A,E01029121,30.0,0.0,60.0,0.0,80.0,0.0,112.6,0.0,142.6,0.0,,,,,-0.5084481253699789,0.0,0.09373169842885942,0.0,0.6821415581757909,0.0,3.666666667,0.00047111225324425026
Sedgemoor 007B,E01029122,30.0,0.0,60.0,0.0,80.0,0.0,109.40000000000002,0.0,139.4,0.0,,,,,-0.5155121201643273,0.0,0.09495649435213915,0.0,0.6834687140855377,0.0,4.666666667,0.0005995974132082745
Sedgemoor 007C,E01029123,30.0,0.0,60.0,0.0,80.0,0.0,109.40000000000002,0.0,139.4,0.0,235.3,,295.3,,-0.48772116012408206,0.04813535478082124,0.09307164005009883,0.0032646634159986237,0.5751988028623712,0.18752898716949618,3.0,0.00038545547989207247
Sedgemoor 007D,E01029124,30.0,0.0,60.0,0.0,80.0,0.0,115.90000000000002,0.0,145.9,0.0,,,,,-0.501154154382824,0.0,0.09246553903781563,0.0,0.6807698225220166,0.0,5.666666667,0.0007280825731722986
Sedgemoor 008C,E01029106,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,232.1,0.0,292.1,0.0,-0.46218640235979114,0.040253890128172605,0.09244337847171276,0.0024899708304895476,0.4416894444187385,0.16206896322426903,2.666666667,0.0003426270932802261
Sedgemoor 008D,E01029107,30.0,0.0,60.0,0.0,80.0,0.0,105.09999999999998,0.0,135.1,0.0,231.0,0.0,291.0,0.0,-0.4931840092988322,0.043552655234314515,0.09469895410208198,0.002599908153353428,0.5556853098048913,0.1774101757366606,5.666666667,0.0007280825731722986
Sedgemoor 008E,E01029109,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,,,,,-0.5249903715802715,0.0,0.09659765855945968,0.0,0.6852473833807909,0.0,5.0,0.0006424257998201208
Sedgemoor 009B,E01029095,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,228.9,0.0,288.9,0.0,-0.4520010362549165,0.0,0.09309742654526165,0.0,0.36265577196781784,0.0,4.0,0.0005139406398560967
Sedgemoor 009C,E01029110,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,,232.1,,292.1,,-0.44205945729570484,,0.09119839305646799,,0.360654962806604,,2.666666667,0.0003426270932802261
Sedgemoor 009D,E01029111,30.0,,60.0,,80.0,,105.1,,135.1,,,,,,-0.5249903715802715,,0.09659765855945968,,0.6852473833807909,,2.0,0.00025697031992804833
Sedgemoor 009E,E01029112,30.0,0.0,60.0,0.0,80.0,0.0,104.1,0.0,134.1,0.0,,,,,-0.52719230109543,0.0,0.0969785581024103,0.0,0.6856602522029953,0.0,6.0,0.0007709109597841449
Sedgemoor 010A,E01029090,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.684792889255142,0.0,3.666666667,0.00047111225324425026
Sedgemoor 010B,E01029091,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,,208.5,,268.5,,-0.5158801838310607,,0.10526200790787144,,0.37552054289595066,,1.666666667,0.000214141933316202
Sedgemoor 010C,E01029092,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,,,,,,-0.5201430464894439,,0.09575866086467022,,0.6843380411691161,,1.0,0.00012848515996402416
Sedgemoor 010D,E01029108,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,231.0,0.0,291.0,0.0,-0.4984850696790721,0.041061837139818105,0.09501540484497827,0.00245121691426454,0.5772789887342079,0.16726391775318644,6.0,0.0007709109597841449
Sedgemoor 011A,E01029102,30.0,0.0,60.0,0.0,80.0,0.0,104.1,0.0,134.1,0.0,230.0,,290.0,,-0.487886755234043,0.055586436033651196,0.0947114519385677,0.003206172284245841,0.5238138525935095,0.2288853733489904,2.666666667,0.0003426270932802261
Sedgemoor 011B,E01029103,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,138.4,0.0,,,,,-0.5177178011662404,0.0,0.09533863726498404,0.0,0.6838828397193014,0.0,5.0,0.0006424257998201208
Sedgemoor 011C,E01029104,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,,231.0,,291.0,,-0.44547446587667316,,0.09185089741601543,,0.3613421994410419,,3.333333333,0.0004282838665039188
Sedgemoor 011E,E01032631,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,233.2,0.0,293.2,0.0,-0.46581233077530415,0.0470517800142354,0.09228368202309052,0.003009419954421434,0.46809154474207704,0.1872749593851967,2.333333333,0.00029979870653989467
Sedgemoor 011F,E01032632,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.684792889255142,0.0,3.333333333,0.0004282838665039188
Sedgemoor 011G,E01032634,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,231.0,,291.0,,-0.4984850696790721,0.0459085295628294,0.09501540484497827,0.002740543823946389,0.5772789887342079,0.18700674513952936,4.0,0.0005139406398560967
Sedgemoor 012A,E01029130,30.0,0.0,60.0,0.0,80.0,0.0,111.6,0.0,141.6,0.0,215.0,0.0,275.0,0.0,-0.5030445371306713,0.008789622236039983,0.0977450702216987,0.004191916259047624,0.5269789930962838,0.1796455622662512,4.666666667,0.0005995974132082745
Sedgemoor 012C,E01029138,30.0,,60.0,,80.0,,109.4,,139.4,,235.3,,295.3,,-0.4321392400435915,,0.08930193144601817,,0.3586589804160382,,1.666666667,0.000214141933316202
Sedgemoor 012D,E01029139,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,,,,,,,,,,,,,3.333333333,0.0004282838665039188
Sedgemoor 012F,E01029151,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,138.4,0.0,211.8,,271.8,,-0.5136412263492974,0.007060834703801013,0.09798828495989774,0.00458932442974828,0.5803975525187459,0.17924177526721963,3.333333333,0.0004282838665039188
Sedgemoor 013A,E01029097,30.0,,60.0,,80.0,,104.1,,134.1,,,,,,-0.52719230109543,,0.0969785581024103,,0.6856602522029953,,1.333333333,0.00017131354657587048
Sedgemoor 013B,E01029098,30.0,0.0,60.0,0.0,80.0,0.0,101.90000000000002,0.0,131.9,0.0,,,,,-0.5320334525982371,0.0,0.09781551714720549,0.0,0.6865675299923039,0.0,2.333333333,0.00029979870653989467
Sedgemoor 013C,E01029099,30.0,0.0,60.0,0.0,80.0,0.0,104.09999999999998,0.0,134.1,0.0,,,,,-0.52719230109543,0.0,0.0969785581024103,0.0,0.6856602522029953,0.0,4.666666667,0.0005995974132082745
Sedgemoor 013E,E01029105,30.0,0.0,60.0,0.0,80.0,0.0,105.09999999999998,0.0,135.1,0.0,,,,,-0.5249903715802715,0.0,0.09659765855945968,0.0,0.6852473833807909,0.0,4.333333333,0.0005567690264679429
Sedgemoor 014C,E01029142,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,131.9,0.0,,,,,-0.5320334525982371,0.0,0.09781551714720549,0.0,0.6865675299923037,0.0,2.0,0.00025697031992804833
Sedgemoor 014D,E01029143,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,131.9,,,,,,-0.5320334525982371,,0.09781551714720549,,0.6865675299923037,,3.333333333,0.0004282838665039188
Sedgemoor 014E,E01029144,30.0,0.0,60.0,0.0,80.0,0.0,104.09999999999998,0.0,134.1,,,,,,-0.52719230109543,,0.0969785581024103,,0.6856602522029953,,3.333333333,0.0004282838665039188
Sedgemoor 014F,E01032629,30.0,,60.0,,80.0,,101.9,,131.9,,,,,,-0.5320334525982371,,0.09781551714720549,,0.6865675299923037,,2.666666667,0.0003426270932802261
Sedgemoor 014G,E01032630,30.0,,60.0,,80.0,,101.9,,131.9,,227.8,,287.8,,-0.4554233866240369,,0.09375080726406432,,0.3633446544681383,,2.0,0.00025697031992804833
South Gloucestershire 001B,E01014986,30.0,0.0,60.0,0.0,80.0,0.0,105.09999999999998,0.0,135.1,0.0,,,,,-0.5249903715802715,0.0,0.09659765855945968,0.0,0.6852473833807909,0.0,2.666666667,0.0003426270932802261
South Gloucestershire 001C,E01014987,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,,,,,,-0.52256723755205,,0.09617833471744708,,0.684792889255142,,1.333333333,0.00017131354657587048
South Gloucestershire 001D,E01014988,30.0,0.0,60.0,0.0,80.0,0.0,105.09999999999998,0.0,135.1,,,,135.1,,-0.9542638439141307,,0.1866873707796725,,0.4632389464727397,,3.333333333,0.0004282838665039188
South Gloucestershire 001E,E01014989,30.0,,60.0,,80.0,,107.3,,,,,,,,,,,,,,1.0,0.00012848515996402416
South Gloucestershire 002A,E01014990,30.0,,60.0,,80.0,,105.1,,,,,,,,,,,,,,2.0,0.00025697031992804833
South Gloucestershire 002B,E01014991,30.0,,60.0,,80.0,,104.1,,134.1,,,,134.1,,-0.9576763134979736,,0.1873057923053893,,0.4639124431174857,,3.333333333,0.0004282838665039188
South Gloucestershire 002D,E01014993,30.0,,60.0,,80.0,,104.1,,134.1,,,,134.1,,-0.9576763134979736,,0.1873057923053893,,0.4639124431174857,,1.333333333,0.00017131354657587048
South Gloucestershire 003A,E01014884,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,,,136.2,,-0.6295534494964795,0.21397242388885893,0.11863554516487622,0.04491442089485828,0.6292192307258786,0.11114731705852673,3.666666667,0.00047111225324425026
South Gloucestershire 003B,E01014885,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,,,,,,-0.5201430464894439,,0.09575866086467022,,0.6843380411691161,,2.0,0.00025697031992804833
South Gloucestershire 003C,E01014929,30.0,,60.0,,80.0,,104.1,,134.1,,,,,,-0.52719230109543,,0.0969785581024103,,0.6856602522029953,,3.333333333,0.0004282838665039188
South Gloucestershire 003D,E01014930,30.0,0.0,60.0,0.0,80.0,0.0,111.6,0.0,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,0.666666667,8.565677335217782e-05
South Gloucestershire 004A,E01014863,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,,,133.0,0.0,-0.9614319809305374,0.0,0.18798612358261807,0.0,0.46465344140654197,0.0,2.333333333,0.00029979870653989467
South Gloucestershire 004B,E01014864,30.0,,60.0,,80.0,,101.9,,131.9,,,,,,-0.5320334525982371,,0.09781551714720549,,0.6865675299923037,,2.0,0.00025697031992804833
South Gloucestershire 004C,E01014962,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,137.3,,-0.6623494927500403,0.24630879008716625,0.1256147928541597,0.051712337523278216,0.6101446038768704,0.12850680297834507,1.333333333,0.00017131354657587048
South Gloucestershire 004D,E01014963,30.0,,60.0,,80.0,,101.9,,,,,,,,,,,,,,1.666666667,0.000214141933316202
South Gloucestershire 005A,E01014861,30.0,,60.0,,80.0,,96.5,,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,3.333333333,0.0004282838665039188
South Gloucestershire 005B,E01014862,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,0.0,,,126.5,0.0,-0.7198052195577193,0.24087071381653424,0.13672138991116467,0.05046917769669508,0.6008871180339626,0.12036383281478089,5.0,0.0006424257998201208
South Gloucestershire 005C,E01014953,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,,,,,-0.5249903715802715,0.0,0.09659765855945968,0.0,0.6852473833807909,0.0,3.0,0.00038545547989207247
South Gloucestershire 005D,E01014954,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,,,,136.2,,-0.9505120853297679,,0.18600717650716364,,0.46249825513808857,,1.666666667,0.000214141933316202
South Gloucestershire 006A,E01015014,30.0,,60.0,,80.0,,108.4,,138.4,,,,,,-0.5177178011662404,,0.09533863726498404,,0.6838828397193015,,1.0,0.00012848515996402416
South Gloucestershire 006B,E01015015,30.0,,60.0,,80.0,,107.3,,,,,,,,,,,,,,3.333333333,0.0004282838665039188
South Gloucestershire 006C,E01015016,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,137.3,,-0.7334527158803386,0.30166542743792435,0.1405428588489044,0.06333442016930582,0.5730478852307475,0.1573880478866575,1.666666667,0.000214141933316202
South Gloucestershire 006D,E01015017,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,,,135.1,,-0.6323087396637364,0.2146367361669296,0.11912008661451289,0.04504485611010642,0.6297452741537781,0.11100421845402564,4.333333333,0.0005567690264679429
South Gloucestershire 006E,E01015018,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,137.3,,-0.7334527158803386,0.30166542743792435,0.1405428588489044,0.06333442016930582,0.5730478852307475,0.1573880478866575,1.666666667,0.000214141933316202
South Gloucestershire 007A,E01015019,30.0,,60.0,,80.0,,105.1,,135.1,,,,135.1,,-0.9542638439141307,,0.1866873707796725,,0.4632389464727397,,3.333333333,0.0004282838665039188
South Gloucestershire 007B,E01015020,30.0,0.0,60.0,0.0,80.0,0.0,105.09999999999998,0.0,135.1,0.0,,,135.1,,-0.7396271077472011,0.3035421832707676,0.1416425146695661,0.06370304642605708,0.5742431649267653,0.15698367121830883,2.666666667,0.0003426270932802261
South Gloucestershire 007C,E01015021,30.0,,60.0,,80.0,,107.3,,137.3,,,,,,-0.5201430464894439,,0.09575866086467022,,0.6843380411691161,,0.666666667,8.565677335217782e-05
South Gloucestershire 008B,E01014887,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,138.4,0.0,,,,,-0.5177178011662404,0.0,0.09533863726498404,0.0,0.6838828397193014,0.0,3.333333333,0.0004282838665039188
South Gloucestershire 008C,E01014888,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,137.3,,-0.7334527158803386,0.30166542743792435,0.1405428588489044,0.06333442016930582,0.5730478852307475,0.1573880478866575,3.0,0.00038545547989207247
South Gloucestershire 008D,E01014889,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,137.3,,-0.6623494927500403,0.24630879008716625,0.1256147928541597,0.05171233752327821,0.6101446038768704,0.1285068029783451,2.666666667,0.0003426270932802261
South Gloucestershire 009B,E01014874,30.0,,60.0,,80.0,,96.5,,,,,,,,,,,,,,0.333333333,4.2828386611846335e-05
South Gloucestershire 009E,E01014879,30.0,,60.0,,80.0,,95.5,,125.5,,,,125.5,,-0.9870926707400174,,0.1926264810350759,,0.4697096946872047,,1.666666667,0.000214141933316202
South Gloucestershire 010A,E01015009,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,,,,,,-0.52256723755205,,0.09617833471744708,,0.684792889255142,,1.333333333,0.00017131354657587048
South Gloucestershire 010B,E01015010,30.0,,60.0,,80.0,,106.2,,136.2,,,,,,-0.52256723755205,,0.09617833471744708,,0.684792889255142,,1.333333333,0.00017131354657587048
South Gloucestershire 010C,E01015011,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,,,,,-0.5249903715802715,0.0,0.09659765855945968,0.0,0.6852473833807909,0.0,2.333333333,0.00029979870653989467
South Gloucestershire 010D,E01015012,30.0,,60.0,,80.0,,106.2,,,,,,,,,,,,,,2.0,0.00025697031992804833
South Gloucestershire 011B,E01014947,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,,,124.4,,-0.6590948647642745,0.2211794547835696,0.12382049058951446,0.04632453863211042,0.634850294877974,0.10959897878412495,3.0,0.00038545547989207247
South Gloucestershire 011C,E01014948,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,127.59999999999998,0.0,,,127.6,0.0,-0.6876216589807121,0.22639649755895627,0.13007385498779248,0.04744640009338853,0.6149889083744773,0.1136299514470231,5.333333333,0.000685254186431967
South Gloucestershire 011F,E01014951,30.0,,60.0,,80.0,,96.5,,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,1.666666667,0.000214141933316202
South Gloucestershire 011G,E01014952,30.0,0.0,60.0,0.0,80.0,0.0,94.40000000000002,0.0,124.4,0.0,,,124.4,,-0.7696845921560592,0.3127949846732108,0.14698275990556967,0.06551279080420694,0.5800508054859115,0.15499636221875063,2.666666667,0.0003426270932802261
South Gloucestershire 012B,E01014875,30.0,,60.0,,80.0,,95.5,,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,0.666666667,8.565677335217782e-05
South Gloucestershire 012C,E01014878,30.0,,60.0,,80.0,,96.5,,126.5,,,,126.5,,-0.9836658663570934,,0.1920076040775977,,0.46903514535309043,,0.666666667,8.565677335217782e-05
South Gloucestershire 012D,E01014880,30.0,,60.0,,80.0,,96.5,,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,2.333333333,0.00029979870653989467
South Gloucestershire 012F,E01014883,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,0.0,-0.8400925910370374,0.25461160676223576,0.1618317592578369,0.05333802272312567,0.5428727177347586,0.1267220731536961,1.666666667,0.000214141933316202
South Gloucestershire 013A,E01014911,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,,,,,-0.5344524278283935,0.0,0.09823347024709594,0.0,0.6870206347775829,0.0,3.333333333,0.0004282838665039188
South Gloucestershire 013C,E01014913,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,,,,,-0.5344524278283935,0.0,0.09823347024709594,0.0,0.6870206347775829,0.0,2.333333333,0.00029979870653989467
South Gloucestershire 013D,E01014914,30.0,,60.0,,80.0,,99.8,,,,,,,,,,,,,,0.666666667,8.565677335217782e-05
South Gloucestershire 014B,E01014893,30.0,,60.0,,80.0,,106.2,,,,,,,,,,,,,,2.333333333,0.00029979870653989467
South Gloucestershire 014D,E01014895,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,,,-0.5201430464894439,0.0,0.09575866086467022,0.0,0.6843380411691161,0.0,1.0,0.00012848515996402416
South Gloucestershire 015A,E01014979,30.0,,60.0,,80.0,,94.4,,124.4,,,,,,-0.5485051373724896,,0.10065822127345925,,0.6896497842700364,,1.333333333,0.00017131354657587048
South Gloucestershire 015E,E01014984,30.0,,60.0,,80.0,,94.4,,124.4,,,,,,-0.5485051373724896,,0.10065822127345925,,0.6896497842700364,,3.666666667,0.00047111225324425026
South Gloucestershire 016A,E01014998,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,0.0,,,,,-0.5390674957331283,0.0,0.09903040499309557,0.0,0.6878846615841877,0.0,5.0,0.0006424257998201208
South Gloucestershire 016B,E01014999,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,,,129.8,,-0.7545098380913653,0.30809953569230797,0.14428938832923457,0.06459599422668579,0.5771210935393286,0.15600351738098095,1.0,0.00012848515996402416
South Gloucestershire 016C,E01015000,30.0,,60.0,,80.0,,97.6,,127.6,,,,,,-0.5414833481997912,,0.09944733542126116,,0.6883367266385902,,2.333333333,0.00029979870653989467
South Gloucestershire 016D,E01015001,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,,,,,,-0.5366505671229076,,0.09861312277405798,,0.6874322385683737,,2.333333333,0.00029979870653989467
South Gloucestershire 017A,E01014978,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,0.0,,,126.5,,-0.7637819940242816,0.3109627544001766,0.1459357589389035,0.06515542823869427,0.5789117892538171,0.15538903999244674,1.0,0.00012848515996402416
South Gloucestershire 017B,E01014981,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,,,,,,,,,,,,,3.0,0.00038545547989207247
South Gloucestershire 017C,E01014996,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,0.0,-0.7665925511855475,0.2546116067622357,0.14643439836921743,0.053338022723125676,0.5794542292585355,0.12672207315369607,2.666666667,0.0003426270932802261
South Gloucestershire 017E,E01033331,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,,,,125.5,,-0.9870926707400174,,0.1926264810350759,,0.4697096946872047,,0.666666667,8.565677335217782e-05
South Gloucestershire 017F,E01033333,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,,,124.40000000000002,0.0,-0.880274319547844,0.2211794547835696,0.1701450292216249,0.046324538632110425,0.525251316093849,0.10959897878412496,2.0,0.00025697031992804833
South Gloucestershire 018A,E01014904,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,123.3,0.0,-0.7284050121231425,0.24303580411826964,0.13823953221439159,0.0508913102880461,0.6025379024593042,0.11989994868051733,4.0,0.0005139406398560967
South Gloucestershire 018B,E01014905,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,122.2,,-0.7016890931824409,0.25697019099950813,0.13254901311605033,0.053797566236833294,0.6176793224774375,0.1262170044527667,2.0,0.00025697031992804833
South Gloucestershire 018C,E01014906,30.0,,60.0,,80.0,,91.2,,121.2,,,,121.2,,-1.0018465132425982,,0.19528815505571923,,0.4726114873879441,,1.333333333,0.00017131354657587048
South Gloucestershire 018D,E01014907,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,,,,,,,,,,,,,2.0,0.00025697031992804833
South Gloucestershire 018E,E01014908,30.0,,60.0,,80.0,,90.1,,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,0.666666667,8.565677335217782e-05
South Gloucestershire 018F,E01014909,30.0,,60.0,,80.0,,91.2,,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,1.666666667,0.000214141933316202
South Gloucestershire 018G,E01014910,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745506,0.0,2.666666667,0.0003426270932802261
South Gloucestershire 019A,E01014867,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,,,,,,,,,,,,,2.0,0.00025697031992804833
South Gloucestershire 019D,E01014994,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,,,,,,,,,,,,,4.0,0.0005139406398560967
South Gloucestershire 019E,E01014995,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,,,,,-0.5366505671229076,0.0,0.09861312277405798,0.0,0.6874322385683737,0.0,3.666666667,0.00047111225324425026
South Gloucestershire 019F,E01033338,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,,,,,,,,,,,,,1.333333333,0.00017131354657587048
